"","deployment","room","participant_id","environment","peak_idx","valley_idx_b","valley_idx_a","peak_hgt","k_val","conv_tol","cumm_pm","hepa","peak_width"
"225","MF","daycare","5","indoor",29590,29552,29601,27.476,-0.227328692311893,8.71407813105156e-06,623.162,FALSE,49
"226","MF","daycare","5","indoor",30322,30301,30397,14.749,-0.0172420303810123,9.20655330856434e-06,623.733,FALSE,96
"227","MF","daycare","5","indoor",30890,30798,30952,34.548,-0.00672042830638745,5.49541906508904e-06,1903.741,FALSE,154
"228","MF","daycare","7","indoor",306,0,862,9.891,-0.00332530432435106,2.6086663125588e-06,3948.292,TRUE,862
"229","MF","daycare","7","indoor",999,930,1197,37.435,-0.0144968116254,2.69393510759895e-06,3013.94,TRUE,267
"230","MF","daycare","7","indoor",1756,1206,2309,38.63,-0.0060991762701031,1.01944916062836e-06,11234.772,TRUE,1103
"231","MF","daycare","7","indoor",1896,0,2813,122.961,-0.00269935323537107,6.0240931599269e-06,37616.391,FALSE,2813
"232","MF","daycare","7","indoor",3088,2812,3470,11.891,-0.00633779001341372,3.60947361449783e-07,2369.465,TRUE,658
"233","MF","daycare","7","indoor",3779,3765,3903,25.437,-0.0375615965025745,7.37595026963257e-06,839.508,FALSE,138
"234","MF","daycare","7","indoor",3861,3835,4102,137.603,-0.0182175177897194,2.56945942894695e-06,8440.173,TRUE,267
"235","MF","daycare","7","indoor",3994,3910,4131,7.267,-0.0101948177161842,1.94355250926703e-06,863.745,FALSE,221
"236","MF","daycare","7","indoor",4267,4131,4505,13.41,-0.00770849993943009,9.54394113244016e-06,2403.669,FALSE,374
"237","MF","daycare","7","indoor",4764,4529,4937,27.079,-0.0165719757020596,8.25410948519668e-07,3535.079,FALSE,408
"238","MF","daycare","7","indoor",5330,5150,5504,34.401,-0.0205476151055116,2.20531828877197e-06,3116.194,TRUE,354
"239","MF","daycare","7","indoor",6010,5983,6119,25.607,-0.0184272654108645,8.76024828633187e-06,1237.366,FALSE,136
"240","MF","daycare","7","indoor",6082,6039,6257,51.676,-0.0345734800673292,4.86794409720524e-06,2808.695,TRUE,218
"241","MF","daycare","7","indoor",6581,6575,7099,173.287,-0.105792479437082,2.97911625729888e-06,4352.877,FALSE,524
"242","MF","daycare","7","indoor",6773,6566,6976,65.639,-0.0208623191339595,2.57104032062469e-06,5912.341,TRUE,410
"243","MF","daycare","7","indoor",7489,7384,7718,6.342,-0.00618630185606899,2.57818547327794e-06,788.394,TRUE,334
"244","MF","daycare","7","indoor",7676,7635,7798,19.175,-0.0223781644866192,3.62288916839722e-07,1012.433,FALSE,163
"245","MF","daycare","7","indoor",7891,7813,8723,41.381,-0.000572442018656818,1.28551687633673e-06,10218.482,FALSE,910
"246","MF","daycare","7","indoor",8242,8019,9300,43.31,-0.000948281338099273,1.67459439515844e-06,9080.273,TRUE,1281
"247","MF","daycare","7","indoor",9636,9402,10027,81.116,-0.0212779498338328,5.26177619901298e-07,7252.073,TRUE,625
"248","MF","daycare","7","indoor",9701,8979,10285,249.113,-0.00671177205252588,4.24235390048182e-06,93435.251,FALSE,1306
"249","MF","daycare","7","indoor",10386,10301,10880,384.962,-0.0106232003481078,1.8321960512987e-06,37692.99,FALSE,579
"250","MF","daycare","7","indoor",42,0,860,12.922,-0.00133689999975969,3.26835906786147e-06,4489.389,TRUE,860
"251","MF","daycare","7","indoor",999,925,1183,43.658,-0.0149310120389813,5.88248556399983e-06,3364.954,TRUE,258
"252","MF","daycare","7","indoor",1756,1206,2305,39.777,-0.00614102528968925,2.35789994474117e-06,12092.403,TRUE,1099
"253","MF","daycare","7","indoor",1896,0,2797,137.239,-0.00250664680912162,5.3307455594785e-06,41168.545,FALSE,2797
"254","MF","daycare","7","indoor",2916,2812,3440,47.673,-0.003582885995474,3.80850101728846e-07,4775.186,TRUE,628
"255","MF","daycare","7","indoor",3779,3768,3867,26.406,-0.0394652231905853,9.67149057088212e-06,793.482,FALSE,99
"256","MF","daycare","7","indoor",3861,3717,4112,139.66,-0.0177824613495388,9.10235690362473e-07,9188.826,TRUE,395
"257","MF","daycare","7","indoor",3980,3919,4131,11.773,-0.0117217679975964,3.93689832145574e-06,1234.558,FALSE,212
"258","MF","daycare","7","indoor",4227,4224,4229,7.495,-1.32947407723856,3.16188538361776e-06,13.793,TRUE,5
"259","MF","daycare","7","indoor",4267,4146,4500,14.372,-0.00776348546068169,9.18542016371272e-06,2560.296,FALSE,354
"260","MF","daycare","7","indoor",4764,4532,4939,28.421,-0.0153883158013723,1.14473264591942e-06,3934.759,FALSE,407
"261","MF","daycare","7","indoor",5330,5145,5536,35.913,-0.0190847469521623,2.67295881650065e-06,3833.686,TRUE,391
"262","MF","daycare","7","indoor",5337,5254,5495,17.029,-0.014353841621218,3.38100882095802e-06,1323.434,FALSE,241
"263","MF","daycare","7","indoor",6010,5983,6316,26.958,-0.00373599529699774,6.76803631826848e-07,3054.076,FALSE,333
"264","MF","daycare","7","indoor",6082,6042,6257,58.54,-0.0286275713347947,5.85537739696832e-06,3640.97,TRUE,215
"265","MF","daycare","7","indoor",6581,6569,7063,182.294,-0.100438791049477,4.39800460480077e-06,4634.717,FALSE,494
"266","MF","daycare","7","indoor",6778,6565,6975,77.096,-0.0210355476495922,2.24690007851636e-06,7520.058,TRUE,410
"267","MF","daycare","7","indoor",7438,7384,7703,9.07,-0.00704643668210788,2.12004580585557e-06,1315.291,TRUE,319
"268","MF","daycare","7","indoor",7892,7634,8717,47.227,-0.000858037253576403,3.04655390463891e-06,12846.325,FALSE,1083
"269","MF","daycare","7","indoor",8242,7977,9318,50.082,-0.000619579248065459,2.23057361613856e-06,13567.111,TRUE,1341
"270","MF","daycare","7","indoor",9650,9361,10027,95.501,-0.0242334062891355,9.21938115005795e-06,8731.71,TRUE,666
"271","MF","daycare","7","indoor",9701,8842,10261,250.212,-0.00665054003200506,3.71810943782913e-06,97329.623,FALSE,1419
"272","MF","daycare","7","indoor",10386,10301,10880,459.043,-0.011074411619977,1.95671697987169e-06,41540.687,FALSE,579
"273","MF","daycare","7","indoor",47,0,705,37.958,-0.00213079782773784,9.79926109500605e-06,5862.623,TRUE,705
"274","MF","daycare","7","indoor",999,925,1142,45.829,-0.0131589281861637,8.08261425963599e-06,3960.265,TRUE,217
"275","MF","daycare","7","indoor",1768,1208,2193,48.669,-0.00666329432605361,3.29247144430491e-06,13965.736,TRUE,985
"276","MF","daycare","7","indoor",1896,0,2752,195.719,-0.00270098622031288,6.57843716021724e-06,53250.557,FALSE,2752
"277","MF","daycare","7","indoor",2341,2334,2350,13.568,-0.141418746023818,5.93169125622564e-06,95.685,TRUE,16
"278","MF","daycare","7","indoor",2585,2577,2649,139.148,-0.0806943080106002,7.17421473512839e-06,2297.341,TRUE,72
"279","MF","daycare","7","indoor",2916,2701,3353,657.5,-0.0562744351891658,9.52562042266067e-06,20921.897,TRUE,652
"280","MF","daycare","7","indoor",3448,3421,3528,13.068,-0.00702275257953372,3.3560879267745e-06,642.172,FALSE,107
"281","MF","daycare","7","indoor",3748,3655,3768,19.738,-0.0399396086053312,1.09958375880506e-06,916.966,FALSE,113
"282","MF","daycare","7","indoor",3861,3718,4129,148.175,-0.0148896386269321,8.86121285488994e-06,12111.501,TRUE,411
"283","MF","daycare","7","indoor",3972,3943,4109,45.88,-0.0201226958096169,1.76015635435318e-06,2270.683,FALSE,166
"284","MF","daycare","7","indoor",4267,4178,4445,14.4,-0.00749642098196035,3.26918282337851e-06,2339.601,FALSE,267
"285","MF","daycare","7","indoor",4297,4279,4344,12.342,-0.0181905522458008,3.96038787229645e-06,363.508,TRUE,65
"286","MF","daycare","7","indoor",4499,4426,4597,233.69,-0.0696880128898065,8.99374754213399e-06,4670.883,TRUE,171
"287","MF","daycare","7","indoor",4870,4536,4943,58.843,-0.0336941947958208,6.90559053815304e-06,6465.286,FALSE,407
"288","MF","daycare","7","indoor",5130,5117,5144,13.006,-0.066952749189283,4.60483793970169e-06,169.859,FALSE,27
"289","MF","daycare","7","indoor",5332,5224,5470,171.097,-0.0518516004627316,6.94103344716959e-06,4891.31,FALSE,246
"290","MF","daycare","7","indoor",5353,5141,5557,81.802,-0.0224060805504168,8.0503759623718e-06,8278.849,TRUE,416
"291","MF","daycare","7","indoor",6057,6035,6248,68.578,-0.0161882294164027,2.86126862386944e-06,4954.615,TRUE,213
"292","MF","daycare","7","indoor",6159,5985,6300,57.615,-0.0200519898277922,4.81116691926927e-06,5051.294,FALSE,315
"293","MF","daycare","7","indoor",6581,6540,6951,203.732,-0.0879155614781971,3.81995403662158e-06,5524.192,FALSE,411
"294","MF","daycare","7","indoor",6616,6565,6975,126.229,-0.003197773919533,8.39443173323497e-06,12571.703,TRUE,410
"295","MF","daycare","7","indoor",7121,7112,7125,23.482,-0.645820634072185,4.18388246290464e-06,79.876,TRUE,13
"296","MF","daycare","7","indoor",7415,7239,7614,40.089,-0.0144949139674157,9.80460849238124e-06,3446.84,TRUE,375
"297","MF","daycare","7","indoor",7690,7632,7864,28.01,-0.00451070411542653,7.75039107962374e-06,3172.158,FALSE,232
"298","MF","daycare","7","indoor",7904,7864,8225,58.387,-0.00562697339011145,3.98481967412242e-06,7025.377,FALSE,361
"299","MF","daycare","7","indoor",8364,8237,8683,29.925,-0.00544869374942827,2.44311009033711e-06,6767.318,FALSE,446
"300","MF","daycare","7","indoor",8639,8023,9251,89.342,-0.00383412014072477,3.52152717461096e-06,18567.826,TRUE,1228
"301","MF","daycare","7","indoor",9650,9445,10027,105.357,-0.0164547859029948,5.45488707030278e-06,11107.755,TRUE,582
"302","MF","daycare","7","indoor",9706,8843,10213,304.263,-0.00681226301286539,8.49780352346054e-06,102256.158,FALSE,1370
"303","MF","daycare","7","indoor",10386,10295,10880,459.113,-0.0103362196859851,8.68246038719738e-06,44805.502,FALSE,585
"304","MF","daycare","8","indoor",546,542,619,11.352,-0.016379403482625,2.93426673384879e-06,211.306,FALSE,77
"305","MF","daycare","8","indoor",1274,1111,1362,14.869,-0.0280470003313834,1.57473279776757e-06,1456.686,FALSE,251
"306","MF","daycare","8","indoor",1470,1456,1516,7.588,-0.0475887777812949,3.52241952519251e-06,203.105,TRUE,60
"307","MF","daycare","8","indoor",1876,1869,2016,47.597,-0.0324358121681018,4.23571539263468e-06,1306.077,TRUE,147
"308","MF","daycare","8","indoor",1883,1826,2198,27.334,-0.0106382194353035,7.08919629553723e-06,2010.873,FALSE,372
"309","MF","daycare","8","indoor",2581,2571,2804,329.695,-0.0365674493570444,1.09913413774287e-07,13279.339,FALSE,233
"310","MF","daycare","8","indoor",4608,4563,4702,9.549,-0.0164142011014601,2.70087506751838e-06,670.149,FALSE,139
"311","MF","daycare","8","indoor",5408,5403,5425,9.316,-0.0983774993474521,5.38541554256985e-07,93.282,FALSE,22
"312","MF","daycare","8","indoor",6976,6967,7055,16.433,-0.0352046654951635,4.09320699387476e-06,459.814,TRUE,88
"313","MF","daycare","8","indoor",7602,7579,7901,92.295,-0.0136204199565724,6.30450040284836e-06,4088.245,FALSE,322
"314","MF","daycare","8","indoor",546,532,639,17.318,-0.0159157331663735,1.87854214149966e-06,439.741,FALSE,107
"315","MF","daycare","8","indoor",941,937,955,14.496,-0.205224119139733,4.56475856638071e-06,74.249,FALSE,18
"316","MF","daycare","8","indoor",1274,1111,1365,16.524,-0.0245919540703612,5.07469697406072e-06,1646.287,FALSE,254
"317","MF","daycare","8","indoor",1462,1430,1515,13.741,-0.0525139066489345,4.64674548551453e-06,371.339,TRUE,85
"318","MF","daycare","8","indoor",1876,1675,2016,49.345,-0.0314214806493821,3.22840124983038e-06,2715.036,TRUE,341
"319","MF","daycare","8","indoor",1883,1799,2167,34.278,-0.0112074814509302,4.99861552733564e-06,3246.766,FALSE,368
"320","MF","daycare","8","indoor",2145,2123,2176,7.644,-0.040403762275073,5.86040943714071e-06,130.127,TRUE,53
"321","MF","daycare","8","indoor",2577,2568,2802,622.283,-0.0416256472255012,7.10720021530949e-06,19135.09,FALSE,234
"322","MF","daycare","8","indoor",4065,4037,4137,7.928,-0.0189656421695833,2.28072183192296e-06,373.701,FALSE,100
"323","MF","daycare","8","indoor",4370,4365,4400,8.939,-0.0721481001192551,2.45624919478987e-06,133.04,TRUE,35
"324","MF","daycare","8","indoor",4608,4567,4702,9.956,-0.0152860276862427,9.65480948284967e-06,725.643,FALSE,135
"325","MF","daycare","8","indoor",5407,5403,5470,21.031,-0.0546170448536373,5.03968328359756e-06,350.481,FALSE,67
"326","MF","daycare","8","indoor",7064,7055,7199,65.699,-0.0459779406887528,2.4028030382444e-06,1708.934,TRUE,144
"327","MF","daycare","8","indoor",7601,7512,7890,126.977,-0.015129541286913,3.09544476838115e-06,5990.981,FALSE,378
"328","MF","daycare","8","indoor",8249,8247,8269,23.754,-0.286007277827446,9.20226558282744e-06,121.357,FALSE,22
"329","MF","daycare","8","indoor",546,524,620,34.273,-0.0197120787312038,3.87078063264261e-07,1001.798,FALSE,96
"330","MF","daycare","8","indoor",749,393,814,44.318,-0.0331469908740583,1.33321349632762e-07,6130.62,TRUE,421
"331","MF","daycare","8","indoor",941,938,1029,50.762,-0.0144462062658909,2.23107471191758e-06,1099.485,FALSE,91
"332","MF","daycare","8","indoor",1285,1118,1346,28.069,-0.0211620520336472,6.26297112101823e-06,2778.355,FALSE,228
"333","MF","daycare","8","indoor",1435,1429,1516,35.283,-0.024645715951293,7.15964732640836e-06,1096.859,TRUE,87
"334","MF","daycare","8","indoor",1804,1798,2118,133.479,-0.00859191710952153,3.96434073559062e-06,6467.411,FALSE,320
"335","MF","daycare","8","indoor",1876,1584,1984,60.673,-0.0309029212887068,4.3710603085202e-06,4456.609,TRUE,400
"336","MF","daycare","8","indoor",2145,2095,2218,46.262,-0.0219898703529519,8.32506779897591e-07,1490.099,TRUE,123
"337","MF","daycare","8","indoor",2308,2297,2313,14.582,-0.266194373299163,4.92627004519619e-06,126.189,FALSE,16
"338","MF","daycare","8","indoor",2577,2522,2808,638.038,-0.0409170851264718,7.46539713856349e-07,21318.16,FALSE,286
"339","MF","daycare","8","indoor",2850,2845,2856,13.478,-0.241556655821578,3.12329063681391e-06,61.704,TRUE,11
"340","MF","daycare","8","indoor",3049,3042,3120,27.038,-0.0140464850202821,6.30806808724278e-06,750.788,FALSE,78
"341","MF","daycare","8","indoor",3297,3276,3316,22.175,-0.0624592852435641,3.62122171221291e-06,383.671,FALSE,40
"342","MF","daycare","8","indoor",3308,3304,3339,30.144,-0.073559288030083,6.71133556803512e-06,244.6,TRUE,35
"343","MF","daycare","8","indoor",3530,3509,3539,11.371,-0.156275700515471,6.22380387033617e-06,148.413,TRUE,30
"344","MF","daycare","8","indoor",3964,3943,4137,28.496,-0.0026445586350246,7.88517123307958e-08,1801.536,FALSE,194
"345","MF","daycare","8","indoor",4215,4137,4267,18.104,-0.0145563266669884,4.03448923401374e-07,1051.341,FALSE,130
"346","MF","daycare","8","indoor",4371,4363,4408,38.631,-0.0803506912327502,7.86569211307345e-06,608.86,TRUE,45
"347","MF","daycare","8","indoor",4425,4422,4439,14.438,-0.0678454376606491,6.67291717778661e-06,116.026,FALSE,17
"348","MF","daycare","8","indoor",4827,4795,4843,13.444,-0.0500530488888537,5.39156073679612e-06,461.435,FALSE,48
"349","MF","daycare","8","indoor",4973,4950,4996,28.551,-0.0679340837247228,1.58447310533324e-06,489.808,TRUE,46
"350","MF","daycare","8","indoor",5407,5380,5505,29.538,-0.0111178681621916,5.44304218441614e-06,1107.786,FALSE,125
"351","MF","daycare","8","indoor",5448,5441,5490,21.224,-0.0462339004537607,3.36591326039366e-06,441.582,TRUE,49
"352","MF","daycare","8","indoor",5677,5672,5700,20.186,-0.0506213371016089,6.72804085247853e-06,228.261,FALSE,28
"353","MF","daycare","8","indoor",5684,5669,5701,13.45,-0.0728632530520961,1.75509574147315e-07,200.528,TRUE,32
"354","MF","daycare","8","indoor",6208,6199,6253,20.534,-0.0209205985667811,1.81711266750445e-06,529.418,FALSE,54
"355","MF","daycare","8","indoor",6742,6738,6751,20.048,-0.116623446319983,8.84979983827297e-06,114.426,FALSE,13
"356","MF","daycare","8","indoor",7062,7055,7212,320.079,-0.0709610660922947,7.14576832395036e-06,5648.457,TRUE,157
"357","MF","daycare","8","indoor",7514,7512,7867,265.999,-0.00788726399196796,2.36159045979532e-06,10060.902,FALSE,355
"358","MF","daycare","8","indoor",7901,7411,7977,19.88,-0.024524351808344,3.71144470121052e-06,3941.098,TRUE,566
"359","MF","daycare","8","indoor",8249,8247,8364,87.927,-0.00910315294952634,6.75212984504174e-06,1579.59,FALSE,117
"360","MF","daycare","8","indoor",8436,8388,8475,15.821,-0.039018289589132,1.16412387945998e-06,502.231,TRUE,87
"361","MF","daycare","10","indoor",593,560,686,5.165,-0.0167595139400473,2.13285485719701e-07,429.134,TRUE,126
"362","MF","daycare","10","indoor",9504,9115,10521,157.438,-0.00579707729798384,1.50788998163005e-06,33412.347,FALSE,1406
"363","MF","daycare","10","indoor",11766,11711,11816,7.045,-0.0239585940768447,4.56237205597915e-07,860.039,TRUE,105
"364","MF","daycare","10","indoor",12001,11662,13311,330.013,-0.00398694973382274,4.6873076667116e-06,102748.093,FALSE,1649
"365","MF","daycare","10","indoor",14220,14170,14399,30.962,-0.0186419820177323,9.82188000224629e-06,2377.894,TRUE,229
"366","MF","daycare","10","indoor",14983,14500,16277,45.95,-0.00264768872849989,4.08468474165286e-06,21093.772,FALSE,1777
"367","MF","daycare","10","indoor",17265,17207,17383,19.36,-0.0263784264539263,8.28535641944583e-06,2124.628,TRUE,176
"368","MF","daycare","10","indoor",18088,17240,19136,31.201,-0.0028805192555604,1.52415275224036e-06,22797.75,FALSE,1896
"369","MF","daycare","10","indoor",25912,25896,27788,11.782,6.75527777730293e-05,1.44927585218771e-06,6590.419,FALSE,1892
"370","MF","daycare","10","indoor",28391,28358,28919,17.301,-0.00392356736569065,2.50355898297206e-06,3425.006,FALSE,561
"371","MF","daycare","10","indoor",29483,29433,29839,10.772,-0.00383939918786436,3.01077355890734e-06,1866.999,FALSE,406
"372","MF","daycare","10","indoor",31245,31206,31535,15.011,-0.00719402745772553,8.10696907401582e-06,1617.456,FALSE,329
"373","MF","daycare","10","indoor",31613,31547,31755,7.88,-0.00941854308732186,3.94620276492465e-07,852.455,FALSE,208
"374","MF","daycare","10","indoor",34679,34650,35232,23.108,-0.00425394900901474,2.92812421115663e-06,3636.697,FALSE,582
"375","MF","daycare","10","indoor",38094,37825,39221,12.547,-0.00148508964365606,1.49851121074644e-06,6361.613,FALSE,1396
"376","MF","daycare","10","indoor",45528,45496,46122,21.035,-0.00316670778285962,2.11315565289188e-06,5547.707,FALSE,626
"377","MF","daycare","10","indoor",46817,46812,46821,6.576,-0.555939761997867,6.70014375420636e-06,44.447,FALSE,9
"378","MF","daycare","10","indoor",49366,49357,49792,6.773,-0.00118345434968115,7.01144054021478e-06,1529.229,FALSE,435
"379","MF","daycare","10","indoor",51126,51087,51757,23.003,-0.00351415862178295,4.61338873729969e-06,4417.079,FALSE,670
"380","MF","daycare","10","indoor",52562,52118,52748,6.941,-0.00400534944390978,3.24501293688712e-06,3540.409,FALSE,630
"381","MF","daycare","10","indoor",54024,53936,54809,25.804,-0.00167915299190618,7.81441324987614e-06,9317.923,FALSE,873
"382","MF","daycare","10","indoor",54918,54819,56107,18.305,-0.000858891891813686,6.38795008016368e-06,9097.287,FALSE,1288
"383","MF","daycare","10","indoor",6667,6552,7040,8.476,-0.00355535464261808,2.19551182714124e-06,1843.766,FALSE,488
"384","MF","daycare","10","indoor",9504,9115,10473,173.586,-0.0058367278123049,6.29080209589015e-06,36448.077,FALSE,1358
"385","MF","daycare","10","indoor",11766,11705,11859,11.142,-0.0195173168060476,7.83666296999302e-07,1592.354,TRUE,154
"386","MF","daycare","10","indoor",11953,11662,13271,430.477,-0.003978684109901,8.38384366886706e-06,111434.559,FALSE,1609
"387","MF","daycare","10","indoor",14228,14170,14405,31.53,-0.0186346981110363,1.9294074210477e-06,2871.957,TRUE,235
"388","MF","daycare","10","indoor",14983,14500,16203,47.433,-0.00261387751009155,3.00016206497012e-06,22174.355,FALSE,1703
"389","MF","daycare","10","indoor",17265,17199,17401,22.211,-0.0242412290039404,4.93441057841453e-06,2606.152,TRUE,202
"390","MF","daycare","10","indoor",18088,17240,19136,33.034,-0.00278868143191773,1.15954126473619e-06,25358.669,FALSE,1896
"391","MF","daycare","10","indoor",25912,25902,27750,12.976,3.34331735800315e-05,4.39932405573186e-06,7326.151,FALSE,1848
"392","MF","daycare","10","indoor",28391,28360,28883,18.309,-0.00367047167397053,3.65342364406993e-06,3635.609,FALSE,523
"393","MF","daycare","10","indoor",29483,29433,29802,11.483,-0.00370255574994677,1.56748691632717e-06,1942.87,FALSE,369
"394","MF","daycare","10","indoor",31245,31206,31783,15.756,-0.00211393880045116,3.93881719797448e-06,2978.791,FALSE,577
"395","MF","daycare","10","indoor",34679,34650,35154,24.433,-0.00420850006303672,3.87539355879756e-06,3785.051,FALSE,504
"396","MF","daycare","10","indoor",37439,37282,37769,7.484,-0.00228971687700874,1.56321494079966e-06,2261.119,FALSE,487
"397","MF","daycare","10","indoor",38094,37769,39089,13.395,-0.00148725271136833,2.22200240381837e-06,6877.73,FALSE,1320
"398","MF","daycare","10","indoor",45528,45496,46157,21.615,-0.00308538280282339,7.84216958123182e-06,5988.968,FALSE,661
"399","MF","daycare","10","indoor",49366,49271,49792,7.999,-0.00135184832359323,7.66272678823664e-06,2092.609,FALSE,521
"400","MF","daycare","10","indoor",51126,51087,51739,23.983,-0.00324683312092588,5.21359037912327e-06,4831.934,FALSE,652
"401","MF","daycare","10","indoor",54017,53936,56247,28.3,-0.00055858204314709,2.83433836655074e-06,21253.217,FALSE,2311
"402","MF","daycare","10","indoor",3,0,109,30.287,-0.00222353704727517,4.08925672423782e-06,1070.034,FALSE,109
"403","MF","daycare","10","indoor",176,138,214,36.616,-0.0280497308738216,5.42540754836775e-07,1164.258,TRUE,76
"404","MF","daycare","10","indoor",515,512,522,36.592,-0.262611004159449,2.22114921259128e-06,138.503,TRUE,10
"405","MF","daycare","10","indoor",797,794,801,24.3,-0.702664375734276,2.46674848578285e-06,54.343,TRUE,7
"406","MF","daycare","10","indoor",1109,1099,1138,28.098,-0.024448346648489,2.06418477624884e-06,303.983,TRUE,39
"407","MF","daycare","10","indoor",1321,1319,1325,14.389,-1.11717983471298,5.67945874690277e-06,29.11,TRUE,6
"408","MF","daycare","10","indoor",1742,1741,1745,14.311,-1.28939870030883,8.64548623946208e-06,22.857,FALSE,4
"409","MF","daycare","10","indoor",2229,2227,2231,12.175,-1.70145636382844,7.11456682762142e-06,20.075,TRUE,4
"410","MF","daycare","10","indoor",2617,2616,2619,13.43,-1.55242137935447,1.11570534474307e-06,17.789,TRUE,3
"411","MF","daycare","10","indoor",2843,2840,2846,16.277,-2.90881820502759,5.19286830455744e-06,21.08,TRUE,6
"412","MF","daycare","10","indoor",3425,3422,3428,12.755,-2.40957914432482,4.1055475509717e-06,18.568,TRUE,6
"413","MF","daycare","10","indoor",3928,3926,3931,12.284,-1.07423655156112,8.83957443412285e-06,22.343,TRUE,5
"414","MF","daycare","10","indoor",4232,4230,4236,14.574,-0.56052599290741,4.87361214609393e-06,36.794,TRUE,6
"415","MF","daycare","10","indoor",4734,4732,4736,13.344,-1.74747252954912,5.47548142713288e-06,22.81,FALSE,4
"416","MF","daycare","10","indoor",4818,4817,4821,13.428,-2.21918545250112,3.44503018022685e-06,18.517,TRUE,4
"417","MF","daycare","10","indoor",5044,5043,5047,11.563,-1.6538571226107,2.83470684492255e-06,16.546,TRUE,4
"418","MF","daycare","10","indoor",5113,5109,5120,14.888,-0.208271296419222,2.03100726210768e-06,73.598,FALSE,11
"419","MF","daycare","10","indoor",5475,5473,5477,16.288,-0.933200661196675,1.82673358347251e-06,28.364,TRUE,4
"420","MF","daycare","10","indoor",6500,6499,6502,14.565,-1.02602652548539,1.06056783461593e-06,24.768,FALSE,3
"421","MF","daycare","10","indoor",6942,6562,7121,115.463,-0.00610231433019945,1.9281743193406e-07,14280.785,FALSE,559
"422","MF","daycare","10","indoor",7156,7155,7164,18.022,-0.318665892678648,7.89170657122791e-06,65.036,FALSE,9
"423","MF","daycare","10","indoor",7342,7340,7344,11.499,-2.32116917270794,3.4624908425417e-06,13.858,TRUE,4
"424","MF","daycare","10","indoor",7425,7350,7538,51.552,-0.00600004956689645,5.70485273183456e-06,2856.609,FALSE,188
"425","MF","daycare","10","indoor",7843,7841,7845,11.373,-1.90308175082529,1.45544743999676e-06,16.955,TRUE,4
"426","MF","daycare","10","indoor",7900,7898,7902,14.175,-1.27893552835145,2.42669366014155e-06,35.579,FALSE,4
"427","MF","daycare","10","indoor",8335,8333,8337,11.966,-0.996794447460712,3.6878056548924e-07,22.648,TRUE,4
"428","MF","daycare","10","indoor",8601,8595,8603,12.02,-1.50519287256807,7.5839435986002e-06,30.09,TRUE,8
"429","MF","daycare","10","indoor",8822,8818,8824,12.9,-1.54030377280894,6.59142190220053e-06,27.212,TRUE,6
"430","MF","daycare","10","indoor",9506,9136,10340,284.31,-0.00655269124093899,6.46625212762013e-06,50875.959,FALSE,1204
"431","MF","daycare","10","indoor",9567,9566,9569,25.327,-2.29753654177459,1.66827745486173e-06,31.515,TRUE,3
"432","MF","daycare","10","indoor",10127,10125,10129,13.326,-2.22241507354394,1.05435954890463e-06,19.913,TRUE,4
"433","MF","daycare","10","indoor",10424,10422,10426,14.337,-1.48589644663616,2.21905501272868e-06,24.768,TRUE,4
"434","MF","daycare","10","indoor",10744,10740,10754,11.613,-0.189869878009251,9.79692185082433e-06,49.663,TRUE,14
"435","MF","daycare","10","indoor",10859,10858,10862,14.495,-1.73009018068822,3.8830131998394e-06,21.155,FALSE,4
"436","MF","daycare","10","indoor",10984,10980,10986,12.489,-1.18764746949853,4.02219090343551e-06,27.843,TRUE,6
"437","MF","daycare","10","indoor",11250,11178,11252,22.729,-1.5016577061203,1.40176690288051e-06,371.928,TRUE,74
"438","MF","daycare","10","indoor",11553,11533,11581,28.586,-0.0411384869792945,5.62685996694772e-07,408.816,TRUE,48
"439","MF","daycare","10","indoor",11848,11705,11871,27.31,-0.0486559167159324,7.08263101193461e-07,5199.664,TRUE,166
"440","MF","daycare","10","indoor",11953,11679,13089,994.38,-0.00519548517845312,3.19736778273371e-06,147326.444,FALSE,1410
"441","MF","daycare","10","indoor",12226,12217,12343,16.235,-0.00205646342018783,3.38964227241338e-06,806.668,TRUE,126
"442","MF","daycare","10","indoor",12909,12905,12911,26.909,-1.55544444590395,5.34020860245345e-07,49.916,TRUE,6
"443","MF","daycare","10","indoor",14214,14168,14398,53.88,-0.00925192414970322,2.07971569641633e-07,4537.174,TRUE,230
"444","MF","daycare","10","indoor",14504,14503,14507,47.348,-1.25499067944935,1.05573456524607e-06,67.869,TRUE,4
"445","MF","daycare","10","indoor",14527,14496,16012,105.523,-0.000722403196753533,7.0325518397182e-06,31252.935,FALSE,1516
"446","MF","daycare","10","indoor",14704,14695,14706,29.909,-1.28730269418752,2.35658271092374e-06,135.589,TRUE,11
"447","MF","daycare","10","indoor",14998,14985,15041,36.857,-0.0144950946142507,8.91954085782653e-06,520.009,TRUE,56
"448","MF","daycare","10","indoor",15234,15041,15413,36.673,-0.00649176979297275,3.49985346704085e-06,3553.72,TRUE,372
"449","MF","daycare","10","indoor",15571,15569,15573,12.639,-1.15129376541439,1.33583059364891e-06,25.215,TRUE,4
"450","MF","daycare","10","indoor",15964,15963,15966,11.297,-2.3682623201591,4.3366697940751e-06,14.267,TRUE,3
"451","MF","daycare","10","indoor",16035,16032,16037,13.858,-1.10271474526734,2.84588724105605e-06,30.108,FALSE,5
