"","participant_id","environment","pm","hepa","k_val_mean","k_val_median","k_val_min","k_val_max","peak_hgt_mean","peak_hgt_median","peak_hgt_min","peak_hgt_max","peak_wdh_mean","peak_wdh_median","peak_wdh_min","peak_wdh_max","total_plume_area","n","total_exposure"
"117","407","indoor","pm25",FALSE,-0.00410022734269907,-0.00320550917801505,-0.014093971106339,-0.000144792118596582,32.8404210526316,18.033,6.604,98.139,788.421052631579,679,150,3186,127175.35,19,166867.804
"118","407","indoor","pm25",TRUE,-0.0139975169922226,-0.0127173457361111,-0.0375721131399611,0.000226367645772523,23.4993,9.6195,3.803,83.894,271.566666666667,233.5,72,1030,37336.636,30,64257.211
"119","407","indoor","pm10",FALSE,-0.0183453284876653,-0.00809031383176696,-0.219904099116053,-0.000466360099804966,83.2694814814815,46.352,13.606,441.247,430.296296296296,369,39,1228,136811.185,27,230972.339
"120","407","indoor","pm10",TRUE,-0.0303013773837485,-0.0255132022164185,-0.101211226713016,0.0016410777281926,70.6195833333333,48.7785,10.959,394.649,175.722222222222,154,31,910,59132.893,36,121147.905
"121","411","indoor","pm1",FALSE,-0.010444966292735,-0.00557776902677245,-0.0714808860687152,-0.000601070401185113,17.3908181818182,9.0385,5.332,49.974,379.681818181818,267,50,1992,51396.22,22,95334.703
"122","411","indoor","pm1",TRUE,-0.0466417219266357,-0.047931404990477,-0.1098377372366,-0.0031877238675141,16.2885882352941,6.149,3.319,48.232,126.882352941176,60,21,855,8154.61,17,22564.438
"123","411","indoor","pm25",FALSE,-0.0131163300730353,-0.00737425624794465,-0.066837636693374,-0.0013941020894941,23.1357307692308,12.5605,6.003,93.595,323.076923076923,197,21,1635,53853.722,26,112164.245
"124","411","indoor","pm25",TRUE,-0.0354453458454942,-0.0291022147487661,-0.0705558295145496,-0.00242938235157593,25.6228235294118,9.643,3.999,98.993,137.588235294118,90,20,858,12366.465,17,32781.885
"125","411","indoor","pm10",FALSE,-0.0645253177493769,-0.0231648994549687,-0.506690208869238,-0.00222143808384953,78.2118709677419,45.965,11.718,571.69,220.322580645161,159,22,789,75086.274,31,178558.655
"126","411","indoor","pm10",TRUE,-0.0908786652418609,-0.0571389064022749,-0.538293595527948,0.0160822293760917,76.5475652173913,45.843,21.43,488.362,93.1739130434783,57,20,302,23164.855,23,93040.299
"127","506","indoor","pm1",FALSE,-0.00931443237469424,-0.00572230034735252,-0.0372593821761944,5.92772835129222e-05,28.926875,26.827,11.413,48.016,1342.5,1126,145,2643,42413.763,8,88545.102
"128","506","indoor","pm1",TRUE,-0.0194881392573474,-0.00432735268111377,-0.109872537865903,-3.8334738290719e-05,31.4294285714286,30.11,11.849,49.103,3073.71428571429,1263,928,6704,63413.157,7,126597.662
