"","var1","var2","cor","p","case","participant_id"
"369","pm25_indoor","pm1num_outdoor",-0.1,1.11e-24,"hepa","41181"
"370","pm25_outdoor","pm1num_outdoor",0.38,0,"hepa","41181"
"371","pm25_ratio","pm1num_outdoor",-0.16,1.22e-59,"hepa","41181"
"372","pm10_indoor","pm1num_outdoor",-0.12,1.92e-30,"hepa","41181"
"373","pm10_outdoor","pm1num_outdoor",0.13,9.64e-41,"hepa","41181"
"374","pm10_ratio","pm1num_outdoor",-0.084,6.5e-17,"hepa","41181"
"375","pm1num_indoor","pm1num_outdoor",-0.1,1.72e-23,"hepa","41181"
"376","pm1num_outdoor","pm1num_outdoor",1,0,"hepa","41181"
"377","pm1num_ratio","pm1num_outdoor",-0.18,3.88e-69,"hepa","41181"
"378","temp_indoor","pm1num_outdoor",-0.11,1.45e-27,"hepa","41181"
"379","temp_outdoor","pm1num_outdoor",-0.56,0,"hepa","41181"
"380","pm1_indoor","pm1num_ratio",0.8,0,"hepa","41181"
"381","pm1_outdoor","pm1num_ratio",-0.12,4.81e-32,"hepa","41181"
"382","pm1_ratio","pm1num_ratio",0.88,0,"hepa","41181"
"383","pm25_indoor","pm1num_ratio",0.8,0,"hepa","41181"
"384","pm25_outdoor","pm1num_ratio",-0.13,9.31e-40,"hepa","41181"
"385","pm25_ratio","pm1num_ratio",0.82,0,"hepa","41181"
"386","pm10_indoor","pm1num_ratio",0.33,3.15e-254,"hepa","41181"
"387","pm10_outdoor","pm1num_ratio",-0.057,1.75e-08,"hepa","41181"
"388","pm10_ratio","pm1num_ratio",0.17,5.42e-65,"hepa","41181"
"389","pm1num_indoor","pm1num_ratio",0.95,0,"hepa","41181"
"390","pm1num_outdoor","pm1num_ratio",-0.18,3.88e-69,"hepa","41181"
"391","pm1num_ratio","pm1num_ratio",1,0,"hepa","41181"
"392","temp_indoor","pm1num_ratio",0.17,1.04e-60,"hepa","41181"
"393","temp_outdoor","pm1num_ratio",0.16,1.77e-56,"hepa","41181"
"394","pm1_indoor","temp_indoor",0.15,4.3e-51,"hepa","41181"
"395","pm1_outdoor","temp_indoor",-0.061,1.52e-09,"hepa","41181"
"396","pm1_ratio","temp_indoor",0.15,8.35e-49,"hepa","41181"
"397","pm25_indoor","temp_indoor",0.16,5.6e-56,"hepa","41181"
"398","pm25_outdoor","temp_indoor",0.14,7.16e-44,"hepa","41181"
"399","pm25_ratio","temp_indoor",0.13,6.24e-41,"hepa","41181"
"400","pm10_indoor","temp_indoor",0.11,2.43e-29,"hepa","41181"
"401","pm10_outdoor","temp_indoor",0.17,3.95e-61,"hepa","41181"
"402","pm10_ratio","temp_indoor",0.028,0.00558,"hepa","41181"
"403","pm1num_indoor","temp_indoor",0.17,1.3e-62,"hepa","41181"
"404","pm1num_outdoor","temp_indoor",-0.11,1.45e-27,"hepa","41181"
"405","pm1num_ratio","temp_indoor",0.17,1.04e-60,"hepa","41181"
"406","temp_indoor","temp_indoor",1,0,"hepa","41181"
"407","temp_outdoor","temp_indoor",0.24,4.06e-127,"hepa","41181"
"408","pm1_indoor","temp_outdoor",-0.0062,0.539,"hepa","41181"
"409","pm1_outdoor","temp_outdoor",-0.42,0,"hepa","41181"
"410","pm1_ratio","temp_outdoor",0.066,5.06e-11,"hepa","41181"
"411","pm25_indoor","temp_outdoor",0.069,1.16e-11,"hepa","41181"
"412","pm25_outdoor","temp_outdoor",0.11,2.33e-28,"hepa","41181"
"413","pm25_ratio","temp_outdoor",0.12,1.65e-34,"hepa","41181"
"414","pm10_indoor","temp_outdoor",0.14,7.56e-44,"hepa","41181"
"415","pm10_outdoor","temp_outdoor",0.23,3.26e-114,"hepa","41181"
"416","pm10_ratio","temp_outdoor",0.074,2.8e-13,"hepa","41181"
"417","pm1num_indoor","temp_outdoor",0.054,1.16e-07,"hepa","41181"
"418","pm1num_outdoor","temp_outdoor",-0.56,0,"hepa","41181"
"419","pm1num_ratio","temp_outdoor",0.16,1.77e-56,"hepa","41181"
"420","temp_indoor","temp_outdoor",0.24,4.06e-127,"hepa","41181"
"421","temp_outdoor","temp_outdoor",1,0,"hepa","41181"
"422","pm1_indoor","pm1_indoor",1,0,"sham","41271"
"423","pm1_outdoor","pm1_indoor",0.17,3.47e-66,"sham","41271"
"424","pm1_ratio","pm1_indoor",0.65,0,"sham","41271"
"425","pm25_indoor","pm1_indoor",0.98,0,"sham","41271"
"426","pm25_outdoor","pm1_indoor",0.063,1.59e-10,"sham","41271"
"427","pm25_ratio","pm1_indoor",0.52,0,"sham","41271"
"428","pm10_indoor","pm1_indoor",0.41,0,"sham","41271"
"429","pm10_outdoor","pm1_indoor",-0.0031,0.758,"sham","41271"
"430","pm10_ratio","pm1_indoor",0.26,4.93e-154,"sham","41271"
"431","pm1num_indoor","pm1_indoor",0.92,0,"sham","41271"
"432","pm1num_outdoor","pm1_indoor",0.1,3.48e-26,"sham","41271"
"433","pm1num_ratio","pm1_indoor",0.68,0,"sham","41271"
"434","temp_indoor","pm1_indoor",-0.17,1.77e-66,"sham","41271"
"435","temp_outdoor","pm1_indoor",0.21,2.93e-99,"sham","41271"
"436","pm1_indoor","pm1_outdoor",0.17,3.47e-66,"sham","41271"
"437","pm1_outdoor","pm1_outdoor",1,0,"sham","41271"
"438","pm1_ratio","pm1_outdoor",-0.38,0,"sham","41271"
"439","pm25_indoor","pm1_outdoor",0.11,1.31e-27,"sham","41271"
"440","pm25_outdoor","pm1_outdoor",0.17,3.44e-70,"sham","41271"
"441","pm25_ratio","pm1_outdoor",-0.23,2.62e-120,"sham","41271"
"442","pm10_indoor","pm1_outdoor",-0.027,0.00568,"sham","41271"
"443","pm10_outdoor","pm1_outdoor",0.016,0.101,"sham","41271"
"444","pm10_ratio","pm1_outdoor",-0.14,2.28e-44,"sham","41271"
"445","pm1num_indoor","pm1_outdoor",0.062,4.33e-10,"sham","41271"
"446","pm1num_outdoor","pm1_outdoor",0.69,0,"sham","41271"
"447","pm1num_ratio","pm1_outdoor",-0.33,8.71e-260,"sham","41271"
"448","temp_indoor","pm1_outdoor",0.061,5.99e-10,"sham","41271"
"449","temp_outdoor","pm1_outdoor",-0.38,0,"sham","41271"
"450","pm1_indoor","pm1_ratio",0.65,0,"sham","41271"
"451","pm1_outdoor","pm1_ratio",-0.38,0,"sham","41271"
"452","pm1_ratio","pm1_ratio",1,0,"sham","41271"
"453","pm25_indoor","pm1_ratio",0.67,0,"sham","41271"
"454","pm25_outdoor","pm1_ratio",-0.023,0.0182,"sham","41271"
"455","pm25_ratio","pm1_ratio",0.62,0,"sham","41271"
"456","pm10_indoor","pm1_ratio",0.29,1.38e-193,"sham","41271"
"457","pm10_outdoor","pm1_ratio",-0.005,0.617,"sham","41271"
"458","pm10_ratio","pm1_ratio",0.28,2.5e-186,"sham","41271"
"459","pm1num_indoor","pm1_ratio",0.69,0,"sham","41271"
"460","pm1num_outdoor","pm1_ratio",-0.27,1.61e-171,"sham","41271"
"461","pm1num_ratio","pm1_ratio",0.77,0,"sham","41271"
"462","temp_indoor","pm1_ratio",-0.12,2.74e-35,"sham","41271"
"463","temp_outdoor","pm1_ratio",0.44,0,"sham","41271"
"464","pm1_indoor","pm25_indoor",0.98,0,"sham","41271"
"465","pm1_outdoor","pm25_indoor",0.11,1.31e-27,"sham","41271"
"466","pm1_ratio","pm25_indoor",0.67,0,"sham","41271"
"467","pm25_indoor","pm25_indoor",1,0,"sham","41271"
"468","pm25_outdoor","pm25_indoor",0.061,9.19e-10,"sham","41271"
"469","pm25_ratio","pm25_indoor",0.61,0,"sham","41271"
"470","pm10_indoor","pm25_indoor",0.45,0,"sham","41271"
"471","pm10_outdoor","pm25_indoor",-0.0012,0.907,"sham","41271"
"472","pm10_ratio","pm25_indoor",0.32,3.86e-238,"sham","41271"
"473","pm1num_indoor","pm25_indoor",0.96,0,"sham","41271"
"474","pm1num_outdoor","pm25_indoor",0.055,3.63e-08,"sham","41271"
"475","pm1num_ratio","pm25_indoor",0.76,0,"sham","41271"
"476","temp_indoor","pm25_indoor",-0.21,3.92e-97,"sham","41271"
"477","temp_outdoor","pm25_indoor",0.24,4.14e-136,"sham","41271"
"478","pm1_indoor","pm25_outdoor",0.063,1.59e-10,"sham","41271"
"479","pm1_outdoor","pm25_outdoor",0.17,3.44e-70,"sham","41271"
"480","pm1_ratio","pm25_outdoor",-0.023,0.0182,"sham","41271"
"481","pm25_indoor","pm25_outdoor",0.061,9.19e-10,"sham","41271"
"482","pm25_outdoor","pm25_outdoor",1,0,"sham","41271"
"483","pm25_ratio","pm25_outdoor",-0.073,1.12e-13,"sham","41271"
"484","pm10_indoor","pm25_outdoor",0.043,1.17e-05,"sham","41271"
"485","pm10_outdoor","pm25_outdoor",0.28,4.46e-185,"sham","41271"
"486","pm10_ratio","pm25_outdoor",-0.061,6.87e-10,"sham","41271"
"487","pm1num_indoor","pm25_outdoor",0.055,3.09e-08,"sham","41271"
"488","pm1num_outdoor","pm25_outdoor",0.14,2.27e-46,"sham","41271"
"489","pm1num_ratio","pm25_outdoor",-0.038,0.00012,"sham","41271"
"490","temp_indoor","pm25_outdoor",-0.013,0.177,"sham","41271"
"491","temp_outdoor","pm25_outdoor",0.048,1.29e-06,"sham","41271"
"492","pm1_indoor","pm25_ratio",0.52,0,"sham","41271"
"493","pm1_outdoor","pm25_ratio",-0.23,2.62e-120,"sham","41271"
"494","pm1_ratio","pm25_ratio",0.62,0,"sham","41271"
"495","pm25_indoor","pm25_ratio",0.61,0,"sham","41271"
"496","pm25_outdoor","pm25_ratio",-0.073,1.12e-13,"sham","41271"
"497","pm25_ratio","pm25_ratio",1,0,"sham","41271"
"498","pm10_indoor","pm25_ratio",0.26,7.52e-152,"sham","41271"
"499","pm10_outdoor","pm25_ratio",-0.016,0.112,"sham","41271"
"500","pm10_ratio","pm25_ratio",0.58,0,"sham","41271"
"501","pm1num_indoor","pm25_ratio",0.66,0,"sham","41271"
"502","pm1num_outdoor","pm25_ratio",-0.21,3.24e-102,"sham","41271"
"503","pm1num_ratio","pm25_ratio",0.86,0,"sham","41271"
"504","temp_indoor","pm25_ratio",-0.14,2.61e-47,"sham","41271"
"505","temp_outdoor","pm25_ratio",0.14,3.66e-43,"sham","41271"
"506","pm1_indoor","pm10_indoor",0.41,0,"sham","41271"
"507","pm1_outdoor","pm10_indoor",-0.027,0.00568,"sham","41271"
"508","pm1_ratio","pm10_indoor",0.29,1.38e-193,"sham","41271"
"509","pm25_indoor","pm10_indoor",0.45,0,"sham","41271"
"510","pm25_outdoor","pm10_indoor",0.043,1.17e-05,"sham","41271"
"511","pm25_ratio","pm10_indoor",0.26,7.52e-152,"sham","41271"
"512","pm10_indoor","pm10_indoor",1,0,"sham","41271"
"513","pm10_outdoor","pm10_indoor",0.0034,0.729,"sham","41271"
"514","pm10_ratio","pm10_indoor",0.45,0,"sham","41271"
"515","pm1num_indoor","pm10_indoor",0.43,0,"sham","41271"
"516","pm1num_outdoor","pm10_indoor",-0.046,3.3e-06,"sham","41271"
"517","pm1num_ratio","pm10_indoor",0.34,5.42e-271,"sham","41271"
"518","temp_indoor","pm10_indoor",-0.22,7.03e-117,"sham","41271"
"519","temp_outdoor","pm10_indoor",0.19,8.08e-85,"sham","41271"
"520","pm1_indoor","pm10_outdoor",-0.0031,0.758,"sham","41271"
"521","pm1_outdoor","pm10_outdoor",0.016,0.101,"sham","41271"
"522","pm1_ratio","pm10_outdoor",-0.005,0.617,"sham","41271"
"523","pm25_indoor","pm10_outdoor",-0.0012,0.907,"sham","41271"
"524","pm25_outdoor","pm10_outdoor",0.28,4.46e-185,"sham","41271"
"525","pm25_ratio","pm10_outdoor",-0.016,0.112,"sham","41271"
"526","pm10_indoor","pm10_outdoor",0.0034,0.729,"sham","41271"
"527","pm10_outdoor","pm10_outdoor",1,0,"sham","41271"
"528","pm10_ratio","pm10_outdoor",-0.017,0.0881,"sham","41271"
"529","pm1num_indoor","pm10_outdoor",-0.0026,0.791,"sham","41271"
"530","pm1num_outdoor","pm10_outdoor",0.033,0.001,"sham","41271"
"531","pm1num_ratio","pm10_outdoor",-0.011,0.281,"sham","41271"
"532","temp_indoor","pm10_outdoor",-0.0055,0.576,"sham","41271"
"533","temp_outdoor","pm10_outdoor",0.00081,0.935,"sham","41271"
"534","pm1_indoor","pm10_ratio",0.26,4.93e-154,"sham","41271"
"535","pm1_outdoor","pm10_ratio",-0.14,2.28e-44,"sham","41271"
"536","pm1_ratio","pm10_ratio",0.28,2.5e-186,"sham","41271"
"537","pm25_indoor","pm10_ratio",0.32,3.86e-238,"sham","41271"
"538","pm25_outdoor","pm10_ratio",-0.061,6.87e-10,"sham","41271"
"539","pm25_ratio","pm10_ratio",0.58,0,"sham","41271"
"540","pm10_indoor","pm10_ratio",0.45,0,"sham","41271"
"541","pm10_outdoor","pm10_ratio",-0.017,0.0881,"sham","41271"
"542","pm10_ratio","pm10_ratio",1,0,"sham","41271"
"543","pm1num_indoor","pm10_ratio",0.34,7.24e-279,"sham","41271"
"544","pm1num_outdoor","pm10_ratio",-0.16,2e-56,"sham","41271"
"545","pm1num_ratio","pm10_ratio",0.49,0,"sham","41271"
"546","temp_indoor","pm10_ratio",-0.065,3.72e-11,"sham","41271"
"547","temp_outdoor","pm10_ratio",0.085,5.96e-18,"sham","41271"
"548","pm1_indoor","pm1num_indoor",0.92,0,"sham","41271"
"549","pm1_outdoor","pm1num_indoor",0.062,4.33e-10,"sham","41271"
"550","pm1_ratio","pm1num_indoor",0.69,0,"sham","41271"
"551","pm25_indoor","pm1num_indoor",0.96,0,"sham","41271"
"552","pm25_outdoor","pm1num_indoor",0.055,3.09e-08,"sham","41271"
"553","pm25_ratio","pm1num_indoor",0.66,0,"sham","41271"
"554","pm10_indoor","pm1num_indoor",0.43,0,"sham","41271"
"555","pm10_outdoor","pm1num_indoor",-0.0026,0.791,"sham","41271"
"556","pm10_ratio","pm1num_indoor",0.34,7.24e-279,"sham","41271"
"557","pm1num_indoor","pm1num_indoor",1,0,"sham","41271"
"558","pm1num_outdoor","pm1num_indoor",0.06,1.74e-09,"sham","41271"
"559","pm1num_ratio","pm1num_indoor",0.81,0,"sham","41271"
"560","temp_indoor","pm1num_indoor",-0.23,1.4e-125,"sham","41271"
"561","temp_outdoor","pm1num_indoor",0.29,4.57e-192,"sham","41271"
"562","pm1_indoor","pm1num_outdoor",0.1,3.48e-26,"sham","41271"
"563","pm1_outdoor","pm1num_outdoor",0.69,0,"sham","41271"
"564","pm1_ratio","pm1num_outdoor",-0.27,1.61e-171,"sham","41271"
"565","pm25_indoor","pm1num_outdoor",0.055,3.63e-08,"sham","41271"
"566","pm25_outdoor","pm1num_outdoor",0.14,2.27e-46,"sham","41271"
"567","pm25_ratio","pm1num_outdoor",-0.21,3.24e-102,"sham","41271"
"568","pm10_indoor","pm1num_outdoor",-0.046,3.3e-06,"sham","41271"
"569","pm10_outdoor","pm1num_outdoor",0.033,0.001,"sham","41271"
"570","pm10_ratio","pm1num_outdoor",-0.16,2e-56,"sham","41271"
"571","pm1num_indoor","pm1num_outdoor",0.06,1.74e-09,"sham","41271"
"572","pm1num_outdoor","pm1num_outdoor",1,0,"sham","41271"
"573","pm1num_ratio","pm1num_outdoor",-0.35,1.22e-299,"sham","41271"
"574","temp_indoor","pm1num_outdoor",0.11,2.07e-26,"sham","41271"
"575","temp_outdoor","pm1num_outdoor",-0.22,1.11e-112,"sham","41271"
"576","pm1_indoor","pm1num_ratio",0.68,0,"sham","41271"
"577","pm1_outdoor","pm1num_ratio",-0.33,8.71e-260,"sham","41271"
"578","pm1_ratio","pm1num_ratio",0.77,0,"sham","41271"
"579","pm25_indoor","pm1num_ratio",0.76,0,"sham","41271"
"580","pm25_outdoor","pm1num_ratio",-0.038,0.00012,"sham","41271"
"581","pm25_ratio","pm1num_ratio",0.86,0,"sham","41271"
"582","pm10_indoor","pm1num_ratio",0.34,5.42e-271,"sham","41271"
"583","pm10_outdoor","pm1num_ratio",-0.011,0.281,"sham","41271"
"584","pm10_ratio","pm1num_ratio",0.49,0,"sham","41271"
"585","pm1num_indoor","pm1num_ratio",0.81,0,"sham","41271"
"586","pm1num_outdoor","pm1num_ratio",-0.35,1.22e-299,"sham","41271"
"587","pm1num_ratio","pm1num_ratio",1,0,"sham","41271"
"588","temp_indoor","pm1num_ratio",-0.16,3.59e-57,"sham","41271"
"589","temp_outdoor","pm1num_ratio",0.36,2.43999999965495e-315,"sham","41271"
"590","pm1_indoor","temp_indoor",-0.17,1.77e-66,"sham","41271"
"591","pm1_outdoor","temp_indoor",0.061,5.99e-10,"sham","41271"
"592","pm1_ratio","temp_indoor",-0.12,2.74e-35,"sham","41271"
"593","pm25_indoor","temp_indoor",-0.21,3.92e-97,"sham","41271"
"594","pm25_outdoor","temp_indoor",-0.013,0.177,"sham","41271"
"595","pm25_ratio","temp_indoor",-0.14,2.61e-47,"sham","41271"
"596","pm10_indoor","temp_indoor",-0.22,7.03e-117,"sham","41271"
"597","pm10_outdoor","temp_indoor",-0.0055,0.576,"sham","41271"
"598","pm10_ratio","temp_indoor",-0.065,3.72e-11,"sham","41271"
"599","pm1num_indoor","temp_indoor",-0.23,1.4e-125,"sham","41271"
"600","pm1num_outdoor","temp_indoor",0.11,2.07e-26,"sham","41271"
"601","pm1num_ratio","temp_indoor",-0.16,3.59e-57,"sham","41271"
"602","temp_indoor","temp_indoor",1,0,"sham","41271"
"603","temp_outdoor","temp_indoor",0.064,1.1e-10,"sham","41271"
"604","pm1_indoor","temp_outdoor",0.21,2.93e-99,"sham","41271"
"605","pm1_outdoor","temp_outdoor",-0.38,0,"sham","41271"
"606","pm1_ratio","temp_outdoor",0.44,0,"sham","41271"
"607","pm25_indoor","temp_outdoor",0.24,4.14e-136,"sham","41271"
"608","pm25_outdoor","temp_outdoor",0.048,1.29e-06,"sham","41271"
"609","pm25_ratio","temp_outdoor",0.14,3.66e-43,"sham","41271"
"610","pm10_indoor","temp_outdoor",0.19,8.08e-85,"sham","41271"
"611","pm10_outdoor","temp_outdoor",0.00081,0.935,"sham","41271"
"612","pm10_ratio","temp_outdoor",0.085,5.96e-18,"sham","41271"
"613","pm1num_indoor","temp_outdoor",0.29,4.57e-192,"sham","41271"
"614","pm1num_outdoor","temp_outdoor",-0.22,1.11e-112,"sham","41271"
"615","pm1num_ratio","temp_outdoor",0.36,2.43999999965495e-315,"sham","41271"
"616","temp_indoor","temp_outdoor",0.064,1.1e-10,"sham","41271"
"617","temp_outdoor","temp_outdoor",1,0,"sham","41271"
"618","pm1_indoor","pm1_indoor",1,0,"hepa","41271"
"619","pm1_outdoor","pm1_indoor",0.46,0,"hepa","41271"
"620","pm1_ratio","pm1_indoor",0.79,0,"hepa","41271"
"621","pm25_indoor","pm1_indoor",0.99,0,"hepa","41271"
"622","pm25_outdoor","pm1_indoor",0.41,0,"hepa","41271"
"623","pm25_ratio","pm1_indoor",0.81,0,"hepa","41271"
"624","pm10_indoor","pm1_indoor",0.17,6.7e-64,"hepa","41271"
"625","pm10_outdoor","pm1_indoor",4.2e-05,0.997,"hepa","41271"
"626","pm10_ratio","pm1_indoor",0.18,1.31e-67,"hepa","41271"
"627","pm1num_indoor","pm1_indoor",0.51,0,"hepa","41271"
"628","pm1num_outdoor","pm1_indoor",0.34,8.74e-264,"hepa","41271"
"629","pm1num_ratio","pm1_indoor",0.082,1.24e-15,"hepa","41271"
"630","temp_indoor","pm1_indoor",-0.25,7.86e-131,"hepa","41271"
"631","temp_outdoor","pm1_indoor",-0.33,4.59e-238,"hepa","41271"
"632","temp_ratio","pm1_indoor",0.33,3.55e-244,"hepa","41271"
"633","pm1_indoor","pm1_outdoor",0.46,0,"hepa","41271"
"634","pm1_outdoor","pm1_outdoor",1,0,"hepa","41271"
"635","pm1_ratio","pm1_outdoor",-0.073,8.95e-13,"hepa","41271"
"636","pm25_indoor","pm1_outdoor",0.44,0,"hepa","41271"
"637","pm25_outdoor","pm1_outdoor",0.94,0,"hepa","41271"
"638","pm25_ratio","pm1_outdoor",-0.065,1.9e-10,"hepa","41271"
"639","pm10_indoor","pm1_outdoor",0.063,6.13e-10,"hepa","41271"
"640","pm10_outdoor","pm1_outdoor",0.12,5.71e-30,"hepa","41271"
"641","pm10_ratio","pm1_outdoor",-0.063,5.83e-10,"hepa","41271"
"642","pm1num_indoor","pm1_outdoor",0.66,0,"hepa","41271"
"643","pm1num_outdoor","pm1_outdoor",0.67,0,"hepa","41271"
"644","pm1num_ratio","pm1_outdoor",-0.2,2.03e-83,"hepa","41271"
"645","temp_indoor","pm1_outdoor",-0.26,4.78e-144,"hepa","41271"
"646","temp_outdoor","pm1_outdoor",-0.51,0,"hepa","41271"
"647","temp_ratio","pm1_outdoor",0.57,0,"hepa","41271"
"648","pm1_indoor","pm1_ratio",0.79,0,"hepa","41271"
"649","pm1_outdoor","pm1_ratio",-0.073,8.95e-13,"hepa","41271"
"650","pm1_ratio","pm1_ratio",1,0,"hepa","41271"
"651","pm25_indoor","pm1_ratio",0.78,0,"hepa","41271"
"652","pm25_outdoor","pm1_ratio",-0.081,2.22e-15,"hepa","41271"
"653","pm25_ratio","pm1_ratio",0.98,0,"hepa","41271"
"654","pm10_indoor","pm1_ratio",0.16,3.93e-55,"hepa","41271"
"655","pm10_outdoor","pm1_ratio",-0.034,0.000913,"hepa","41271"
"656","pm10_ratio","pm1_ratio",0.22,3.41e-104,"hepa","41271"
"657","pm1num_indoor","pm1_ratio",0.035,0.000727,"hepa","41271"
"658","pm1num_outdoor","pm1_ratio",-0.048,3.13e-06,"hepa","41271"
"659","pm1num_ratio","pm1_ratio",0.11,6.5e-29,"hepa","41271"
"660","temp_indoor","pm1_ratio",-0.092,3.34e-19,"hepa","41271"
"661","temp_outdoor","pm1_ratio",0.0034,0.744,"hepa","41271"
"662","temp_ratio","pm1_ratio",-0.026,0.0114,"hepa","41271"
"663","pm1_indoor","pm25_indoor",0.99,0,"hepa","41271"
"664","pm1_outdoor","pm25_indoor",0.44,0,"hepa","41271"
"665","pm1_ratio","pm25_indoor",0.78,0,"hepa","41271"
"666","pm25_indoor","pm25_indoor",1,0,"hepa","41271"
"667","pm25_outdoor","pm25_indoor",0.4,0,"hepa","41271"
"668","pm25_ratio","pm25_indoor",0.82,0,"hepa","41271"
"669","pm10_indoor","pm25_indoor",0.23,2.4e-110,"hepa","41271"
"670","pm10_outdoor","pm25_indoor",0.011,0.294,"hepa","41271"
"671","pm10_ratio","pm25_indoor",0.22,1.95e-106,"hepa","41271"
"672","pm1num_indoor","pm25_indoor",0.55,0,"hepa","41271"
"673","pm1num_outdoor","pm25_indoor",0.33,8.65e-240,"hepa","41271"
"674","pm1num_ratio","pm25_indoor",0.15,4.99e-51,"hepa","41271"
"675","temp_indoor","pm25_indoor",-0.22,2.19e-107,"hepa","41271"
"676","temp_outdoor","pm25_indoor",-0.29,1.49e-188,"hepa","41271"
"677","temp_ratio","pm25_indoor",0.29,8.65e-188,"hepa","41271"
"678","pm1_indoor","pm25_outdoor",0.41,0,"hepa","41271"
"679","pm1_outdoor","pm25_outdoor",0.94,0,"hepa","41271"
"680","pm1_ratio","pm25_outdoor",-0.081,2.22e-15,"hepa","41271"
"681","pm25_indoor","pm25_outdoor",0.4,0,"hepa","41271"
"682","pm25_outdoor","pm25_outdoor",1,0,"hepa","41271"
"683","pm25_ratio","pm25_outdoor",-0.098,1.16e-21,"hepa","41271"
"684","pm10_indoor","pm25_outdoor",0.068,2.65e-11,"hepa","41271"
"685","pm10_outdoor","pm25_outdoor",0.34,1.83e-259,"hepa","41271"
"686","pm10_ratio","pm25_outdoor",-0.11,8.03e-27,"hepa","41271"
"687","pm1num_indoor","pm25_outdoor",0.6,0,"hepa","41271"
"688","pm1num_outdoor","pm25_outdoor",0.64,0,"hepa","41271"
"689","pm1num_ratio","pm25_outdoor",-0.23,7.6e-117,"hepa","41271"
"690","temp_indoor","pm25_outdoor",-0.21,2.5e-92,"hepa","41271"
"691","temp_outdoor","pm25_outdoor",-0.4,0,"hepa","41271"
"692","temp_ratio","pm25_outdoor",0.47,0,"hepa","41271"
"693","pm1_indoor","pm25_ratio",0.81,0,"hepa","41271"
"694","pm1_outdoor","pm25_ratio",-0.065,1.9e-10,"hepa","41271"
"695","pm1_ratio","pm25_ratio",0.98,0,"hepa","41271"
"696","pm25_indoor","pm25_ratio",0.82,0,"hepa","41271"
"697","pm25_outdoor","pm25_ratio",-0.098,1.16e-21,"hepa","41271"
"698","pm25_ratio","pm25_ratio",1,0,"hepa","41271"
"699","pm10_indoor","pm25_ratio",0.19,2.51e-76,"hepa","41271"
"700","pm10_outdoor","pm25_ratio",-0.068,2.55e-11,"hepa","41271"
"701","pm10_ratio","pm25_ratio",0.27,3.93e-164,"hepa","41271"
"702","pm1num_indoor","pm25_ratio",0.1,1.98e-23,"hepa","41271"
"703","pm1num_outdoor","pm25_ratio",-0.045,1.15e-05,"hepa","41271"
"704","pm1num_ratio","pm25_ratio",0.2,1.09e-85,"hepa","41271"
"705","temp_indoor","pm25_ratio",-0.095,2.1e-20,"hepa","41271"
"706","temp_outdoor","pm25_ratio",-0.018,0.0745,"hepa","41271"
"707","temp_ratio","pm25_ratio",-0.013,0.221,"hepa","41271"
"708","pm1_indoor","pm10_indoor",0.17,6.7e-64,"hepa","41271"
"709","pm1_outdoor","pm10_indoor",0.063,6.13e-10,"hepa","41271"
"710","pm1_ratio","pm10_indoor",0.16,3.93e-55,"hepa","41271"
"711","pm25_indoor","pm10_indoor",0.23,2.4e-110,"hepa","41271"
"712","pm25_outdoor","pm10_indoor",0.068,2.65e-11,"hepa","41271"
"713","pm25_ratio","pm10_indoor",0.19,2.51e-76,"hepa","41271"
"714","pm10_indoor","pm10_indoor",1,0,"hepa","41271"
"715","pm10_outdoor","pm10_indoor",0.041,5.89e-05,"hepa","41271"
"716","pm10_ratio","pm10_indoor",0.72,0,"hepa","41271"
"717","pm1num_indoor","pm10_indoor",0.1,1.57e-23,"hepa","41271"
"718","pm1num_outdoor","pm10_indoor",0.035,0.000587,"hepa","41271"
"719","pm1num_ratio","pm10_indoor",0.06,3.87e-09,"hepa","41271"
"720","temp_indoor","pm10_indoor",0.077,4.1e-14,"hepa","41271"
"721","temp_outdoor","pm10_indoor",0.081,1.79e-15,"hepa","41271"
"722","temp_ratio","pm10_indoor",-0.087,1.26e-17,"hepa","41271"
"723","pm1_indoor","pm10_outdoor",4.2e-05,0.997,"hepa","41271"
"724","pm1_outdoor","pm10_outdoor",0.12,5.71e-30,"hepa","41271"
"725","pm1_ratio","pm10_outdoor",-0.034,0.000913,"hepa","41271"
"726","pm25_indoor","pm10_outdoor",0.011,0.294,"hepa","41271"
"727","pm25_outdoor","pm10_outdoor",0.34,1.83e-259,"hepa","41271"
"728","pm25_ratio","pm10_outdoor",-0.068,2.55e-11,"hepa","41271"
"729","pm10_indoor","pm10_outdoor",0.041,5.89e-05,"hepa","41271"
"730","pm10_outdoor","pm10_outdoor",1,0,"hepa","41271"
"731","pm10_ratio","pm10_outdoor",-0.13,1.42e-39,"hepa","41271"
"732","pm1num_indoor","pm10_outdoor",0.023,0.0223,"hepa","41271"
"733","pm1num_outdoor","pm10_outdoor",0.056,4.63e-08,"hepa","41271"
