"","var1","var2","cor","p","case","participant_id"
"3700","pm25_ratio","pm25_indoor",0.65,0,"sham","45411"
"3701","pm10_indoor","pm25_indoor",0.36,3.78e-299,"sham","45411"
"3702","pm10_outdoor","pm25_indoor",-0.092,1.57e-20,"sham","45411"
"3703","pm10_ratio","pm25_indoor",0.28,3.25e-187,"sham","45411"
"3704","pm1num_indoor","pm25_indoor",0.86,0,"sham","45411"
"3705","pm1num_outdoor","pm25_indoor",-0.039,8.16e-05,"sham","45411"
"3706","pm1num_ratio","pm25_indoor",0.65,0,"sham","45411"
"3707","temp_indoor","pm25_indoor",0.041,4.35e-05,"sham","45411"
"3708","temp_outdoor","pm25_indoor",-0.072,5.56e-13,"sham","45411"
"3709","pm1_indoor","pm25_outdoor",-0.018,0.0647,"sham","45411"
"3710","pm1_outdoor","pm25_outdoor",0.99,0,"sham","45411"
"3711","pm1_ratio","pm25_outdoor",-0.32,6.01e-231,"sham","45411"
"3712","pm25_indoor","pm25_outdoor",-0.027,0.00639,"sham","45411"
"3713","pm25_outdoor","pm25_outdoor",1,0,"sham","45411"
"3714","pm25_ratio","pm25_outdoor",-0.38,0,"sham","45411"
"3715","pm10_indoor","pm25_outdoor",-0.058,6.34e-09,"sham","45411"
"3716","pm10_outdoor","pm25_outdoor",0.61,0,"sham","45411"
"3717","pm10_ratio","pm25_outdoor",-0.33,3.85e-257,"sham","45411"
"3718","pm1num_indoor","pm25_outdoor",-0.14,3.3e-42,"sham","45411"
"3719","pm1num_outdoor","pm25_outdoor",0.92,0,"sham","45411"
"3720","pm1num_ratio","pm25_outdoor",-0.43,0,"sham","45411"
"3721","temp_indoor","pm25_outdoor",-0.072,3.57e-13,"sham","45411"
"3722","temp_outdoor","pm25_outdoor",0.062,5.03e-10,"sham","45411"
"3723","pm1_indoor","pm25_ratio",0.63,0,"sham","45411"
"3724","pm1_outdoor","pm25_ratio",-0.36,3.58e-306,"sham","45411"
"3725","pm1_ratio","pm25_ratio",0.91,0,"sham","45411"
"3726","pm25_indoor","pm25_ratio",0.65,0,"sham","45411"
"3727","pm25_outdoor","pm25_ratio",-0.38,0,"sham","45411"
"3728","pm25_ratio","pm25_ratio",1,0,"sham","45411"
"3729","pm10_indoor","pm25_ratio",0.2,2.48e-93,"sham","45411"
"3730","pm10_outdoor","pm25_ratio",-0.31,2.27e-227,"sham","45411"
"3731","pm10_ratio","pm25_ratio",0.51,0,"sham","45411"
"3732","pm1num_indoor","pm25_ratio",0.73,0,"sham","45411"
"3733","pm1num_outdoor","pm25_ratio",-0.32,1.74e-242,"sham","45411"
"3734","pm1num_ratio","pm25_ratio",0.91,0,"sham","45411"
"3735","temp_indoor","pm25_ratio",0.053,8.64e-08,"sham","45411"
"3736","temp_outdoor","pm25_ratio",-0.091,4.02e-20,"sham","45411"
"3737","pm1_indoor","pm10_indoor",0.32,2.37e-236,"sham","45411"
"3738","pm1_outdoor","pm10_indoor",-0.067,1.41e-11,"sham","45411"
"3739","pm1_ratio","pm10_indoor",0.19,8.69e-81,"sham","45411"
"3740","pm25_indoor","pm10_indoor",0.36,3.78e-299,"sham","45411"
"3741","pm25_outdoor","pm10_indoor",-0.058,6.34e-09,"sham","45411"
"3742","pm25_ratio","pm10_indoor",0.2,2.48e-93,"sham","45411"
"3743","pm10_indoor","pm10_indoor",1,0,"sham","45411"
"3744","pm10_outdoor","pm10_indoor",-0.069,3.8e-12,"sham","45411"
"3745","pm10_ratio","pm10_indoor",0.69,0,"sham","45411"
"3746","pm1num_indoor","pm10_indoor",0.24,1.49e-127,"sham","45411"
"3747","pm1num_outdoor","pm10_indoor",-0.11,1.79e-29,"sham","45411"
"3748","pm1num_ratio","pm10_indoor",0.2,2.59e-88,"sham","45411"
"3749","temp_indoor","pm10_indoor",0.066,2.56e-11,"sham","45411"
"3750","temp_outdoor","pm10_indoor",0.072,4.23e-13,"sham","45411"
"3751","pm1_indoor","pm10_outdoor",-0.083,6.16e-17,"sham","45411"
"3752","pm1_outdoor","pm10_outdoor",0.55,0,"sham","45411"
"3753","pm1_ratio","pm10_outdoor",-0.23,4.63e-125,"sham","45411"
"3754","pm25_indoor","pm10_outdoor",-0.092,1.57e-20,"sham","45411"
"3755","pm25_outdoor","pm10_outdoor",0.61,0,"sham","45411"
"3756","pm25_ratio","pm10_outdoor",-0.31,2.27e-227,"sham","45411"
"3757","pm10_indoor","pm10_outdoor",-0.069,3.8e-12,"sham","45411"
"3758","pm10_outdoor","pm10_outdoor",1,0,"sham","45411"
"3759","pm10_ratio","pm10_outdoor",-0.37,0,"sham","45411"
"3760","pm1num_indoor","pm10_outdoor",-0.19,4.26e-80,"sham","45411"
"3761","pm1num_outdoor","pm10_outdoor",0.6,0,"sham","45411"
"3762","pm1num_ratio","pm10_outdoor",-0.34,1.94e-269,"sham","45411"
"3763","temp_indoor","pm10_outdoor",-0.0022,0.829,"sham","45411"
"3764","temp_outdoor","pm10_outdoor",0.12,3.63e-32,"sham","45411"
"3765","pm1_indoor","pm10_ratio",0.26,5.87e-151,"sham","45411"
"3766","pm1_outdoor","pm10_ratio",-0.31,5.84e-219,"sham","45411"
"3767","pm1_ratio","pm10_ratio",0.42,0,"sham","45411"
"3768","pm25_indoor","pm10_ratio",0.28,3.25e-187,"sham","45411"
"3769","pm25_outdoor","pm10_ratio",-0.33,3.85e-257,"sham","45411"
"3770","pm25_ratio","pm10_ratio",0.51,0,"sham","45411"
"3771","pm10_indoor","pm10_ratio",0.69,0,"sham","45411"
"3772","pm10_outdoor","pm10_ratio",-0.37,0,"sham","45411"
"3773","pm10_ratio","pm10_ratio",1,0,"sham","45411"
"3774","pm1num_indoor","pm10_ratio",0.33,4.38e-256,"sham","45411"
"3775","pm1num_outdoor","pm10_ratio",-0.3,2.35e-213,"sham","45411"
"3776","pm1num_ratio","pm10_ratio",0.48,0,"sham","45411"
"3777","temp_indoor","pm10_ratio",0.062,3.9e-10,"sham","45411"
"3778","temp_outdoor","pm10_ratio",-0.031,0.00206,"sham","45411"
"3779","pm1_indoor","pm1num_indoor",0.85,0,"sham","45411"
"3780","pm1_outdoor","pm1num_indoor",-0.13,5.35e-37,"sham","45411"
"3781","pm1_ratio","pm1num_indoor",0.64,0,"sham","45411"
"3782","pm25_indoor","pm1num_indoor",0.86,0,"sham","45411"
"3783","pm25_outdoor","pm1num_indoor",-0.14,3.3e-42,"sham","45411"
"3784","pm25_ratio","pm1num_indoor",0.73,0,"sham","45411"
"3785","pm10_indoor","pm1num_indoor",0.24,1.49e-127,"sham","45411"
"3786","pm10_outdoor","pm1num_indoor",-0.19,4.26e-80,"sham","45411"
"3787","pm10_ratio","pm1num_indoor",0.33,4.38e-256,"sham","45411"
"3788","pm1num_indoor","pm1num_indoor",1,0,"sham","45411"
"3789","pm1num_outdoor","pm1num_indoor",-0.11,1.05e-26,"sham","45411"
"3790","pm1num_ratio","pm1num_indoor",0.81,0,"sham","45411"
"3791","temp_indoor","pm1num_indoor",0.024,0.018,"sham","45411"
"3792","temp_outdoor","pm1num_indoor",-0.19,1.71e-86,"sham","45411"
"3793","pm1_indoor","pm1num_outdoor",-0.028,0.00465,"sham","45411"
"3794","pm1_outdoor","pm1num_outdoor",0.91,0,"sham","45411"
"3795","pm1_ratio","pm1num_outdoor",-0.28,6.21e-177,"sham","45411"
"3796","pm25_indoor","pm1num_outdoor",-0.039,8.16e-05,"sham","45411"
"3797","pm25_outdoor","pm1num_outdoor",0.92,0,"sham","45411"
"3798","pm25_ratio","pm1num_outdoor",-0.32,1.74e-242,"sham","45411"
"3799","pm10_indoor","pm1num_outdoor",-0.11,1.79e-29,"sham","45411"
"3800","pm10_outdoor","pm1num_outdoor",0.6,0,"sham","45411"
"3801","pm10_ratio","pm1num_outdoor",-0.3,2.35e-213,"sham","45411"
"3802","pm1num_indoor","pm1num_outdoor",-0.11,1.05e-26,"sham","45411"
"3803","pm1num_outdoor","pm1num_outdoor",1,0,"sham","45411"
"3804","pm1num_ratio","pm1num_outdoor",-0.39,0,"sham","45411"
"3805","temp_indoor","pm1num_outdoor",-0.098,8.57e-23,"sham","45411"
"3806","temp_outdoor","pm1num_outdoor",-0.032,0.00154,"sham","45411"
"3807","pm1_indoor","pm1num_ratio",0.63,0,"sham","45411"
"3808","pm1_outdoor","pm1num_ratio",-0.41,0,"sham","45411"
"3809","pm1_ratio","pm1num_ratio",0.82,0,"sham","45411"
"3810","pm25_indoor","pm1num_ratio",0.65,0,"sham","45411"
"3811","pm25_outdoor","pm1num_ratio",-0.43,0,"sham","45411"
"3812","pm25_ratio","pm1num_ratio",0.91,0,"sham","45411"
"3813","pm10_indoor","pm1num_ratio",0.2,2.59e-88,"sham","45411"
"3814","pm10_outdoor","pm1num_ratio",-0.34,1.94e-269,"sham","45411"
"3815","pm10_ratio","pm1num_ratio",0.48,0,"sham","45411"
"3816","pm1num_indoor","pm1num_ratio",0.81,0,"sham","45411"
"3817","pm1num_outdoor","pm1num_ratio",-0.39,0,"sham","45411"
"3818","pm1num_ratio","pm1num_ratio",1,0,"sham","45411"
"3819","temp_indoor","pm1num_ratio",0.12,2.07e-34,"sham","45411"
"3820","temp_outdoor","pm1num_ratio",-0.026,0.00907,"sham","45411"
"3821","pm1_indoor","temp_indoor",0.039,8.26e-05,"sham","45411"
"3822","pm1_outdoor","temp_indoor",-0.09,1.72e-19,"sham","45411"
"3823","pm1_ratio","temp_indoor",0.051,3.8e-07,"sham","45411"
"3824","pm25_indoor","temp_indoor",0.041,4.35e-05,"sham","45411"
"3825","pm25_outdoor","temp_indoor",-0.072,3.57e-13,"sham","45411"
"3826","pm25_ratio","temp_indoor",0.053,8.64e-08,"sham","45411"
"3827","pm10_indoor","temp_indoor",0.066,2.56e-11,"sham","45411"
"3828","pm10_outdoor","temp_indoor",-0.0022,0.829,"sham","45411"
"3829","pm10_ratio","temp_indoor",0.062,3.9e-10,"sham","45411"
"3830","pm1num_indoor","temp_indoor",0.024,0.018,"sham","45411"
"3831","pm1num_outdoor","temp_indoor",-0.098,8.57e-23,"sham","45411"
"3832","pm1num_ratio","temp_indoor",0.12,2.07e-34,"sham","45411"
"3833","temp_indoor","temp_indoor",1,0,"sham","45411"
"3834","temp_outdoor","temp_indoor",0.42,0,"sham","45411"
"3835","pm1_indoor","temp_outdoor",-0.07,2.27e-12,"sham","45411"
"3836","pm1_outdoor","temp_outdoor",0.034,0.000686,"sham","45411"
"3837","pm1_ratio","temp_outdoor",-0.034,0.000764,"sham","45411"
"3838","pm25_indoor","temp_outdoor",-0.072,5.56e-13,"sham","45411"
"3839","pm25_outdoor","temp_outdoor",0.062,5.03e-10,"sham","45411"
"3840","pm25_ratio","temp_outdoor",-0.091,4.02e-20,"sham","45411"
"3841","pm10_indoor","temp_outdoor",0.072,4.23e-13,"sham","45411"
"3842","pm10_outdoor","temp_outdoor",0.12,3.63e-32,"sham","45411"
"3843","pm10_ratio","temp_outdoor",-0.031,0.00206,"sham","45411"
"3844","pm1num_indoor","temp_outdoor",-0.19,1.71e-86,"sham","45411"
"3845","pm1num_outdoor","temp_outdoor",-0.032,0.00154,"sham","45411"
"3846","pm1num_ratio","temp_outdoor",-0.026,0.00907,"sham","45411"
"3847","temp_indoor","temp_outdoor",0.42,0,"sham","45411"
"3848","temp_outdoor","temp_outdoor",1,0,"sham","45411"
"3849","pm1_indoor","pm1_indoor",1,0,"hepa","45411"
"3850","pm1_outdoor","pm1_indoor",0.34,2.14e-277,"hepa","45411"
"3851","pm1_ratio","pm1_indoor",0.77,0,"hepa","45411"
"3852","pm25_indoor","pm1_indoor",0.96,0,"hepa","45411"
"3853","pm25_outdoor","pm1_indoor",0.32,1.71e-238,"hepa","45411"
"3854","pm25_ratio","pm1_indoor",0.73,0,"hepa","45411"
"3855","pm10_indoor","pm1_indoor",0.27,7.46e-161,"hepa","45411"
"3856","pm10_outdoor","pm1_indoor",0.23,2.46e-116,"hepa","45411"
"3857","pm10_ratio","pm1_indoor",0.12,6.48e-36,"hepa","45411"
"3858","pm1num_indoor","pm1_indoor",0.92,0,"hepa","45411"
"3859","pm1num_outdoor","pm1_indoor",0.16,6.93e-62,"hepa","45411"
"3860","pm1num_ratio","pm1_indoor",0.7,0,"hepa","45411"
"3861","temp_indoor","pm1_indoor",0.36,2.73999999998997e-313,"hepa","45411"
"3862","temp_outdoor","pm1_indoor",0.31,1.68e-224,"hepa","45411"
"3863","temp_ratio","pm1_indoor",-0.27,3.45e-163,"hepa","45411"
"3864","pm1_indoor","pm1_outdoor",0.34,2.14e-277,"hepa","45411"
"3865","pm1_outdoor","pm1_outdoor",1,0,"hepa","45411"
"3866","pm1_ratio","pm1_outdoor",-0.097,2.29e-22,"hepa","45411"
"3867","pm25_indoor","pm1_outdoor",0.4,0,"hepa","45411"
"3868","pm25_outdoor","pm1_outdoor",0.97,0,"hepa","45411"
"3869","pm25_ratio","pm1_outdoor",-0.12,6.92e-34,"hepa","45411"
"3870","pm10_indoor","pm1_outdoor",0.36,7.63000000000109e-312,"hepa","45411"
"3871","pm10_outdoor","pm1_outdoor",0.59,0,"hepa","45411"
"3872","pm10_ratio","pm1_outdoor",-0.11,6.08e-30,"hepa","45411"
"3873","pm1num_indoor","pm1_outdoor",0.47,0,"hepa","45411"
"3874","pm1num_outdoor","pm1_outdoor",0.71,0,"hepa","45411"
"3875","pm1num_ratio","pm1_outdoor",-0.12,2.33e-33,"hepa","45411"
"3876","temp_indoor","pm1_outdoor",0.57,0,"hepa","45411"
"3877","temp_outdoor","pm1_outdoor",0.31,1.62e-229,"hepa","45411"
"3878","temp_ratio","pm1_outdoor",-0.17,5.92e-68,"hepa","45411"
"3879","pm1_indoor","pm1_ratio",0.77,0,"hepa","45411"
"3880","pm1_outdoor","pm1_ratio",-0.097,2.29e-22,"hepa","45411"
"3881","pm1_ratio","pm1_ratio",1,0,"hepa","45411"
"3882","pm25_indoor","pm1_ratio",0.71,0,"hepa","45411"
"3883","pm25_outdoor","pm1_ratio",-0.096,4.05e-22,"hepa","45411"
"3884","pm25_ratio","pm1_ratio",0.97,0,"hepa","45411"
"3885","pm10_indoor","pm1_ratio",0.11,1.13e-29,"hepa","45411"
"3886","pm10_outdoor","pm1_ratio",-0.045,6.59e-06,"hepa","45411"
"3887","pm10_ratio","pm1_ratio",0.23,9.15e-126,"hepa","45411"
"3888","pm1num_indoor","pm1_ratio",0.6,0,"hepa","45411"
"3889","pm1num_outdoor","pm1_ratio",-0.14,9.2e-47,"hepa","45411"
"3890","pm1num_ratio","pm1_ratio",0.93,0,"hepa","45411"
"3891","temp_indoor","pm1_ratio",0.045,6.24e-06,"hepa","45411"
"3892","temp_outdoor","pm1_ratio",0.099,3.75e-23,"hepa","45411"
"3893","temp_ratio","pm1_ratio",-0.14,7.25e-43,"hepa","45411"
"3894","pm1_indoor","pm25_indoor",0.96,0,"hepa","45411"
"3895","pm1_outdoor","pm25_indoor",0.4,0,"hepa","45411"
"3896","pm1_ratio","pm25_indoor",0.71,0,"hepa","45411"
"3897","pm25_indoor","pm25_indoor",1,0,"hepa","45411"
"3898","pm25_outdoor","pm25_indoor",0.39,0,"hepa","45411"
"3899","pm25_ratio","pm25_indoor",0.71,0,"hepa","45411"
"3900","pm10_indoor","pm25_indoor",0.45,0,"hepa","45411"
"3901","pm10_outdoor","pm25_indoor",0.28,1.38e-181,"hepa","45411"
"3902","pm10_ratio","pm25_indoor",0.22,2.84e-110,"hepa","45411"
"3903","pm1num_indoor","pm25_indoor",0.94,0,"hepa","45411"
"3904","pm1num_outdoor","pm25_indoor",0.19,5.63e-78,"hepa","45411"
"3905","pm1num_ratio","pm25_indoor",0.67,0,"hepa","45411"
"3906","temp_indoor","pm25_indoor",0.41,0,"hepa","45411"
"3907","temp_outdoor","pm25_indoor",0.34,5.03e-276,"hepa","45411"
"3908","temp_ratio","pm25_indoor",-0.3,1.62e-201,"hepa","45411"
"3909","pm1_indoor","pm25_outdoor",0.32,1.71e-238,"hepa","45411"
"3910","pm1_outdoor","pm25_outdoor",0.97,0,"hepa","45411"
"3911","pm1_ratio","pm25_outdoor",-0.096,4.05e-22,"hepa","45411"
"3912","pm25_indoor","pm25_outdoor",0.39,0,"hepa","45411"
"3913","pm25_outdoor","pm25_outdoor",1,0,"hepa","45411"
"3914","pm25_ratio","pm25_outdoor",-0.12,1.19e-34,"hepa","45411"
"3915","pm10_indoor","pm25_outdoor",0.41,0,"hepa","45411"
"3916","pm10_outdoor","pm25_outdoor",0.68,0,"hepa","45411"
"3917","pm10_ratio","pm25_outdoor",-0.12,1.44e-35,"hepa","45411"
"3918","pm1num_indoor","pm25_outdoor",0.46,0,"hepa","45411"
"3919","pm1num_outdoor","pm25_outdoor",0.65,0,"hepa","45411"
"3920","pm1num_ratio","pm25_outdoor",-0.11,1.3e-29,"hepa","45411"
"3921","temp_indoor","pm25_outdoor",0.58,0,"hepa","45411"
"3922","temp_outdoor","pm25_outdoor",0.3,2.16e-206,"hepa","45411"
"3923","temp_ratio","pm25_outdoor",-0.13,1.1e-38,"hepa","45411"
"3924","pm1_indoor","pm25_ratio",0.73,0,"hepa","45411"
"3925","pm1_outdoor","pm25_ratio",-0.12,6.92e-34,"hepa","45411"
"3926","pm1_ratio","pm25_ratio",0.97,0,"hepa","45411"
"3927","pm25_indoor","pm25_ratio",0.71,0,"hepa","45411"
"3928","pm25_outdoor","pm25_ratio",-0.12,1.19e-34,"hepa","45411"
"3929","pm25_ratio","pm25_ratio",1,0,"hepa","45411"
"3930","pm10_indoor","pm25_ratio",0.2,2.07e-94,"hepa","45411"
"3931","pm10_outdoor","pm25_ratio",-0.071,9.56e-13,"hepa","45411"
"3932","pm10_ratio","pm25_ratio",0.39,0,"hepa","45411"
"3933","pm1num_indoor","pm25_ratio",0.58,0,"hepa","45411"
"3934","pm1num_outdoor","pm25_ratio",-0.16,4.71e-60,"hepa","45411"
"3935","pm1num_ratio","pm25_ratio",0.94,0,"hepa","45411"
"3936","temp_indoor","pm25_ratio",0.026,0.00805,"hepa","45411"
"3937","temp_outdoor","pm25_ratio",0.092,2.57e-20,"hepa","45411"
"3938","temp_ratio","pm25_ratio",-0.15,5.42e-49,"hepa","45411"
"3939","pm1_indoor","pm10_indoor",0.27,7.46e-161,"hepa","45411"
"3940","pm1_outdoor","pm10_indoor",0.36,7.63000000000109e-312,"hepa","45411"
"3941","pm1_ratio","pm10_indoor",0.11,1.13e-29,"hepa","45411"
"3942","pm25_indoor","pm10_indoor",0.45,0,"hepa","45411"
"3943","pm25_outdoor","pm10_indoor",0.41,0,"hepa","45411"
"3944","pm25_ratio","pm10_indoor",0.2,2.07e-94,"hepa","45411"
"3945","pm10_indoor","pm10_indoor",1,0,"hepa","45411"
"3946","pm10_outdoor","pm10_indoor",0.28,9.41e-181,"hepa","45411"
"3947","pm10_ratio","pm10_indoor",0.55,0,"hepa","45411"
"3948","pm1num_indoor","pm10_indoor",0.37,0,"hepa","45411"
"3949","pm1num_outdoor","pm10_indoor",0.13,2.71e-37,"hepa","45411"
"3950","pm1num_ratio","pm10_indoor",0.14,8.38e-48,"hepa","45411"
"3951","temp_indoor","pm10_indoor",0.37,0,"hepa","45411"
"3952","temp_outdoor","pm10_indoor",0.22,2.03e-113,"hepa","45411"
"3953","temp_ratio","pm10_indoor",-0.16,4.43e-59,"hepa","45411"
"3954","pm1_indoor","pm10_outdoor",0.23,2.46e-116,"hepa","45411"
"3955","pm1_outdoor","pm10_outdoor",0.59,0,"hepa","45411"
"3956","pm1_ratio","pm10_outdoor",-0.045,6.59e-06,"hepa","45411"
"3957","pm25_indoor","pm10_outdoor",0.28,1.38e-181,"hepa","45411"
"3958","pm25_outdoor","pm10_outdoor",0.68,0,"hepa","45411"
"3959","pm25_ratio","pm10_outdoor",-0.071,9.56e-13,"hepa","45411"
"3960","pm10_indoor","pm10_outdoor",0.28,9.41e-181,"hepa","45411"
"3961","pm10_outdoor","pm10_outdoor",1,0,"hepa","45411"
"3962","pm10_ratio","pm10_outdoor",-0.18,8.48e-71,"hepa","45411"
"3963","pm1num_indoor","pm10_outdoor",0.31,2.26e-225,"hepa","45411"
"3964","pm1num_outdoor","pm10_outdoor",0.3,4.45e-214,"hepa","45411"
"3965","pm1num_ratio","pm10_outdoor",-0.051,3.17e-07,"hepa","45411"
"3966","temp_indoor","pm10_outdoor",0.46,0,"hepa","45411"
"3967","temp_outdoor","pm10_outdoor",0.3,3.93e-210,"hepa","45411"
"3968","temp_ratio","pm10_outdoor",-0.092,2.55e-20,"hepa","45411"
"3969","pm1_indoor","pm10_ratio",0.12,6.48e-36,"hepa","45411"
"3970","pm1_outdoor","pm10_ratio",-0.11,6.08e-30,"hepa","45411"
"3971","pm1_ratio","pm10_ratio",0.23,9.15e-126,"hepa","45411"
"3972","pm25_indoor","pm10_ratio",0.22,2.84e-110,"hepa","45411"
"3973","pm25_outdoor","pm10_ratio",-0.12,1.44e-35,"hepa","45411"
"3974","pm25_ratio","pm10_ratio",0.39,0,"hepa","45411"
"3975","pm10_indoor","pm10_ratio",0.55,0,"hepa","45411"
"3976","pm10_outdoor","pm10_ratio",-0.18,8.48e-71,"hepa","45411"
"3977","pm10_ratio","pm10_ratio",1,0,"hepa","45411"
"3978","pm1num_indoor","pm10_ratio",0.13,1.83e-36,"hepa","45411"
"3979","pm1num_outdoor","pm10_ratio",-0.11,8.72e-29,"hepa","45411"
"3980","pm1num_ratio","pm10_ratio",0.28,1.66e-178,"hepa","45411"
"3981","temp_indoor","pm10_ratio",-0.0022,0.826,"hepa","45411"
"3982","temp_outdoor","pm10_ratio",0.013,0.209,"hepa","45411"
"3983","temp_ratio","pm10_ratio",-0.067,1.69e-11,"hepa","45411"
"3984","pm1_indoor","pm1num_indoor",0.92,0,"hepa","45411"
"3985","pm1_outdoor","pm1num_indoor",0.47,0,"hepa","45411"
"3986","pm1_ratio","pm1num_indoor",0.6,0,"hepa","45411"
"3987","pm25_indoor","pm1num_indoor",0.94,0,"hepa","45411"
"3988","pm25_outdoor","pm1num_indoor",0.46,0,"hepa","45411"
"3989","pm25_ratio","pm1num_indoor",0.58,0,"hepa","45411"
"3990","pm10_indoor","pm1num_indoor",0.37,0,"hepa","45411"
"3991","pm10_outdoor","pm1num_indoor",0.31,2.26e-225,"hepa","45411"
"3992","pm10_ratio","pm1num_indoor",0.13,1.83e-36,"hepa","45411"
"3993","pm1num_indoor","pm1num_indoor",1,0,"hepa","45411"
"3994","pm1num_outdoor","pm1num_indoor",0.28,4.01e-175,"hepa","45411"
"3995","pm1num_ratio","pm1num_indoor",0.6,0,"hepa","45411"
"3996","temp_indoor","pm1num_indoor",0.44,0,"hepa","45411"
"3997","temp_outdoor","pm1num_indoor",0.34,1.1e-263,"hepa","45411"
"3998","temp_ratio","pm1num_indoor",-0.28,6.76e-179,"hepa","45411"
"3999","pm1_indoor","pm1num_outdoor",0.16,6.93e-62,"hepa","45411"
"4000","pm1_outdoor","pm1num_outdoor",0.71,0,"hepa","45411"
"4001","pm1_ratio","pm1num_outdoor",-0.14,9.2e-47,"hepa","45411"
"4002","pm25_indoor","pm1num_outdoor",0.19,5.63e-78,"hepa","45411"
"4003","pm25_outdoor","pm1num_outdoor",0.65,0,"hepa","45411"
"4004","pm25_ratio","pm1num_outdoor",-0.16,4.71e-60,"hepa","45411"
"4005","pm10_indoor","pm1num_outdoor",0.13,2.71e-37,"hepa","45411"
"4006","pm10_outdoor","pm1num_outdoor",0.3,4.45e-214,"hepa","45411"
"4007","pm10_ratio","pm1num_outdoor",-0.11,8.72e-29,"hepa","45411"
"4008","pm1num_indoor","pm1num_outdoor",0.28,4.01e-175,"hepa","45411"
"4009","pm1num_outdoor","pm1num_outdoor",1,0,"hepa","45411"
"4010","pm1num_ratio","pm1num_outdoor",-0.2,1.31e-94,"hepa","45411"
"4011","temp_indoor","pm1num_outdoor",0.3,4.08e-207,"hepa","45411"
"4012","temp_outdoor","pm1num_outdoor",0.12,2.31e-33,"hepa","45411"
"4013","temp_ratio","pm1num_outdoor",-0.067,2.49e-11,"hepa","45411"
"4014","pm1_indoor","pm1num_ratio",0.7,0,"hepa","45411"
"4015","pm1_outdoor","pm1num_ratio",-0.12,2.33e-33,"hepa","45411"
"4016","pm1_ratio","pm1num_ratio",0.93,0,"hepa","45411"
"4017","pm25_indoor","pm1num_ratio",0.67,0,"hepa","45411"
"4018","pm25_outdoor","pm1num_ratio",-0.11,1.3e-29,"hepa","45411"
"4019","pm25_ratio","pm1num_ratio",0.94,0,"hepa","45411"
"4020","pm10_indoor","pm1num_ratio",0.14,8.38e-48,"hepa","45411"
"4021","pm10_outdoor","pm1num_ratio",-0.051,3.17e-07,"hepa","45411"
"4022","pm10_ratio","pm1num_ratio",0.28,1.66e-178,"hepa","45411"
"4023","pm1num_indoor","pm1num_ratio",0.6,0,"hepa","45411"
"4024","pm1num_outdoor","pm1num_ratio",-0.2,1.31e-94,"hepa","45411"
"4025","pm1num_ratio","pm1num_ratio",1,0,"hepa","45411"
"4026","temp_indoor","pm1num_ratio",0.023,0.0224,"hepa","45411"
"4027","temp_outdoor","pm1num_ratio",0.088,8.38e-19,"hepa","45411"
"4028","temp_ratio","pm1num_ratio",-0.14,7.87e-44,"hepa","45411"
"4029","pm1_indoor","temp_indoor",0.36,2.73999999998997e-313,"hepa","45411"
"4030","pm1_outdoor","temp_indoor",0.57,0,"hepa","45411"
"4031","pm1_ratio","temp_indoor",0.045,6.24e-06,"hepa","45411"
"4032","pm25_indoor","temp_indoor",0.41,0,"hepa","45411"
"4033","pm25_outdoor","temp_indoor",0.58,0,"hepa","45411"
"4034","pm25_ratio","temp_indoor",0.026,0.00805,"hepa","45411"
"4035","pm10_indoor","temp_indoor",0.37,0,"hepa","45411"
"4036","pm10_outdoor","temp_indoor",0.46,0,"hepa","45411"
"4037","pm10_ratio","temp_indoor",-0.0022,0.826,"hepa","45411"
"4038","pm1num_indoor","temp_indoor",0.44,0,"hepa","45411"
"4039","pm1num_outdoor","temp_indoor",0.3,4.08e-207,"hepa","45411"
"4040","pm1num_ratio","temp_indoor",0.023,0.0224,"hepa","45411"
"4041","temp_indoor","temp_indoor",1,0,"hepa","45411"
"4042","temp_outdoor","temp_indoor",0.79,0,"hepa","45411"
"4043","temp_ratio","temp_indoor",-0.53,0,"hepa","45411"
"4044","pm1_indoor","temp_outdoor",0.31,1.68e-224,"hepa","45411"
"4045","pm1_outdoor","temp_outdoor",0.31,1.62e-229,"hepa","45411"
"4046","pm1_ratio","temp_outdoor",0.099,3.75e-23,"hepa","45411"
"4047","pm25_indoor","temp_outdoor",0.34,5.03e-276,"hepa","45411"
"4048","pm25_outdoor","temp_outdoor",0.3,2.16e-206,"hepa","45411"
"4049","pm25_ratio","temp_outdoor",0.092,2.57e-20,"hepa","45411"
"4050","pm10_indoor","temp_outdoor",0.22,2.03e-113,"hepa","45411"
"4051","pm10_outdoor","temp_outdoor",0.3,3.93e-210,"hepa","45411"
"4052","pm10_ratio","temp_outdoor",0.013,0.209,"hepa","45411"
"4053","pm1num_indoor","temp_outdoor",0.34,1.1e-263,"hepa","45411"
"4054","pm1num_outdoor","temp_outdoor",0.12,2.31e-33,"hepa","45411"
"4055","pm1num_ratio","temp_outdoor",0.088,8.38e-19,"hepa","45411"
"4056","temp_indoor","temp_outdoor",0.79,0,"hepa","45411"
"4057","temp_outdoor","temp_outdoor",1,0,"hepa","45411"
"4058","temp_ratio","temp_outdoor",-0.89,0,"hepa","45411"
"4059","pm1_indoor","temp_ratio",-0.27,3.45e-163,"hepa","45411"
"4060","pm1_outdoor","temp_ratio",-0.17,5.92e-68,"hepa","45411"
"4061","pm1_ratio","temp_ratio",-0.14,7.25e-43,"hepa","45411"
